ENC	GENERO	AMBITO	REGION	EDAD	NIVEL	DISTRITO	PA	PB	P20	PESO2	REGION2
2986293	Femenino	Rural	Costa Norte	De 18 a 25	C	LAS LOMAS	Piura	0	0	0,115971300000000	Norte
2986295	Masculino	Rural	Oriente	De 26 a 42	C	ECHARATE	Cusco	0	0	0,197204700000000	Oriente
2986296	Femenino	Rural	Oriente	De 18 a 25	E	ECHARATE	Cusco	0	0	1,918359300000000	Oriente
2986297	Femenino	Rural	Oriente	De 43 a más	E	ECHARATE	Cusco	0	0	1,918359300000000	Oriente
2986298	Femenino	Rural	Oriente	De 26 a 42	E	ECHARATE	Cusco	0	0	1,918359300000000	Oriente
2986299	Femenino	Rural	Oriente	De 43 a más	C	ECHARATE	Cusco	0	0	0,197204700000000	Oriente
2986300	Masculino	Urbano	Costa Norte	De 43 a más	D	CASTILLA	Piura	0	0	1,593514800000000	Norte
2986301	Femenino	Urbano	Lima	De 43 a más	C	LIMA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986302	Masculino	Urbano	Costa Norte	De 26 a 42	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986305	Masculino	Urbano	Costa Centro	De 43 a más	D	HUAURA	Lima Provincias	0	0	1,080154500000000	Centro
2986306	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986307	Femenino	Urbano	Costa Norte	De 26 a 42	C	PARIÑAS	Piura	0	0	1,157352900000000	Norte
2986308	Femenino	Urbano	Lima	De 26 a 42	D	CARABAYLLO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986310	Femenino	Urbano	Costa Norte	De 43 a más	E	VIRU	La Libertad	0	0	0,921439700000000	Norte
2986311	Femenino	Urbano	Sierra Centro	De 26 a 42	C	HUANCAVELICA	Huancavelica	0	0	0,828176700000000	Centro
2986312	Masculino	Urbano	Lima	De 43 a más	C	BREÑA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986313	Masculino	Urbano	Lima	De 43 a más	B	LOS OLIVOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986314	Masculino	Rural	Sierra Norte	De 18 a 25	D	OLLEROS	Áncash	0	0	0,722015100000000	Norte
2986315	Femenino	Urbano	Sierra Centro	De 26 a 42	E	CHAUPIMARCA	Pasco	0	0	1,168026700000000	Centro
2986317	Masculino	Urbano	Oriente	De 26 a 42	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986318	Femenino	Urbano	Costa Norte	De 26 a 42	D	CHICLAYO	Lambayeque	0	0	1,593514800000000	Norte
2986319	Femenino	Urbano	Lima	De 43 a más	B	MAGDALENA VIEJA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986320	Femenino	Urbano	Lima	De 18 a 25	C	ATE	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986321	Femenino	Urbano	Lima	De 43 a más	E	ATE	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,570573400000000	Lima
2986322	Femenino	Urbano	Costa Sur	De 43 a más	B	PAUCARPATA	Arequipa	0	0	0,397898100000000	Sur
2986323	Masculino	Urbano	Lima	De 18 a 25	C	INDEPENDENCIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986325	Femenino	Rural	Oriente	De 43 a más	E	SAN IGNACIO	Cajamarca	0	0	1,918359300000000	Oriente
2986326	Masculino	Urbano	Costa Norte	De 26 a 42	C	SULLANA	Piura	0	0	1,157352900000000	Norte
2986327	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986328	Masculino	Rural	Oriente	De 43 a más	C	ARAMANGO	Amazonas	0	0	0,197204700000000	Oriente
2986329	Femenino	Urbano	Lima	De 26 a 42	C	LIMA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986330	Femenino	Urbano	Lima	De 43 a más	C	VILLA EL SALVADOR	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986331	Masculino	Urbano	Lima	De 43 a más	D	VENTANILLA	Lima y Callao	Callao	0	0,888577500000000	Lima
2986333	Masculino	Urbano	Oriente	De 26 a 42	E	IQUITOS	Loreto	0	0	0,876358600000000	Oriente
2986334	Femenino	Rural	Sierra Norte	De 43 a más	E	HUANCABAMBA	Piura	0	0	3,894759200000000	Norte
2986335	Femenino	Urbano	Costa Norte	De 26 a 42	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986336	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986338	Masculino	Urbano	Costa Centro	De 18 a 25	D	HUAURA	Lima Provincias	0	0	1,080154500000000	Centro
2986342	Femenino	Urbano	Costa Centro	De 18 a 25	D	IMPERIAL	Lima Provincias	0	0	1,080154500000000	Centro
2986343	Femenino	Urbano	Costa Centro	De 43 a más	C	IMPERIAL	Lima Provincias	0	0	1,928532600000000	Centro
2986345	Femenino	Rural	Sierra Centro	De 43 a más	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986349	Femenino	Urbano	Sierra Centro	De 18 a 25	E	CHAUPIMARCA	Pasco	0	0	1,168026700000000	Centro
2986359	Femenino	Urbano	Costa Norte	De 26 a 42	B	TRUJILLO	La Libertad	0	0	0,687797400000000	Norte
2986360	Masculino	Urbano	Oriente	De 26 a 42	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986361	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986362	Femenino	Urbano	Lima	De 43 a más	C	CALLAO	Lima y Callao	Callao	0	0,844042600000000	Lima
2986363	Masculino	Urbano	Lima	De 43 a más	B	CALLAO	Lima y Callao	Callao	0	0,722194300000000	Lima
2986364	Femenino	Urbano	Lima	De 26 a 42	C	CALLAO	Lima y Callao	Callao	0	0,844042600000000	Lima
2986365	Femenino	Urbano	Lima	De 26 a 42	C	CALLAO	Lima y Callao	Callao	0	0,844042600000000	Lima
2986366	Masculino	Urbano	Lima	De 18 a 25	D	CALLAO	Lima y Callao	Callao	0	0,888577500000000	Lima
2986367	Femenino	Urbano	Lima	De 18 a 25	C	CALLAO	Lima y Callao	Callao	0	0,844042600000000	Lima
2986368	Femenino	Urbano	Lima	De 43 a más	D	CALLAO	Lima y Callao	Callao	0	0,888577500000000	Lima
2986369	Masculino	Urbano	Lima	De 43 a más	E	CALLAO	Lima y Callao	Callao	0	0,570573400000000	Lima
2986370	Masculino	Urbano	Lima	De 26 a 42	D	CALLAO	Lima y Callao	Callao	0	0,888577500000000	Lima
2986371	Masculino	Urbano	Lima	De 26 a 42	C	CALLAO	Lima y Callao	Callao	0	0,844042600000000	Lima
2986372	Masculino	Urbano	Lima	De 43 a más	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2986374	Masculino	Urbano	Costa Norte	De 43 a más	C	PUCALÁ	Lambayeque	0	0	1,157352900000000	Norte
2986376	Masculino	Urbano	Lima	De 43 a más	C	INDEPENDENCIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986377	Masculino	Urbano	Oriente	De 26 a 42	E	JAEN	Cajamarca	0	0	0,876358600000000	Oriente
2986379	Femenino	Rural	Sierra Norte	De 26 a 42	B	OLLEROS	Áncash	0	0	0,003948800000000	Norte
2986380	Masculino	Rural	Oriente	De 26 a 42	E	SAN IGNACIO	Cajamarca	0	0	1,918359300000000	Oriente
2986382	Masculino	Rural	Costa Norte	De 43 a más	E	LAS LOMAS	Piura	0	0	1,565301300000000	Norte
2986383	Masculino	Urbano	Costa Norte	De 43 a más	D	JOSE LEONARDO ORTIZ	Lambayeque	0	0	1,593514800000000	Norte
2986384	Masculino	Rural	Sierra Centro	De 26 a 42	C	ACORIA	Huancavelica	0	0	1,031272100000000	Centro
2986385	Femenino	Rural	Sierra Centro	De 26 a 42	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986386	Femenino	Rural	Oriente	De 26 a 42	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986387	Femenino	Rural	Sierra Centro	De 26 a 42	B	ACORIA	Huancavelica	0	0	0,043645100000000	Centro
2986388	Masculino	Rural	Sierra Centro	De 43 a más	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986389	Femenino	Rural	Sierra Centro	De 43 a más	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986390	Masculino	Rural	Sierra Centro	De 26 a 42	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986391	Femenino	Urbano	Lima	De 18 a 25	D	PUENTE PIEDRA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986392	Femenino	Rural	Sierra Centro	De 43 a más	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986393	Masculino	Rural	Sierra Centro	De 43 a más	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986395	Femenino	Urbano	Costa Norte	De 26 a 42	B	CHICLAYO	Lambayeque	0	0	0,687797400000000	Norte
2986396	Masculino	Urbano	Sierra Sur	De 26 a 42	C	SAN SEBASTIAN	Cusco	0	0	1,432073600000000	Sur
2986397	Femenino	Urbano	Sierra Sur	De 26 a 42	C	SAN SEBASTIAN	Cusco	0	0	1,432073600000000	Sur
2986398	Masculino	Urbano	Sierra Sur	De 26 a 42	C	SAN SEBASTIAN	Cusco	0	0	1,432073600000000	Sur
2986400	Masculino	Urbano	Sierra Centro	De 43 a más	C	CHAUPIMARCA	Pasco	0	0	0,828176700000000	Centro
2986401	Femenino	Urbano	Oriente	De 18 a 25	C	IQUITOS	Loreto	0	0	1,185484800000000	Oriente
2986402	Masculino	Urbano	Sierra Norte	De 43 a más	C	INDEPENDENCIA	Áncash	0	0	0,668269300000000	Norte
2986403	Femenino	Urbano	Sierra Norte	De 18 a 25	D	INDEPENDENCIA	Áncash	0	0	1,962472000000000	Norte
2986404	Masculino	Urbano	Sierra Norte	De 43 a más	E	INDEPENDENCIA	Áncash	0	0	0,714354900000000	Norte
2986405	Masculino	Urbano	Costa Norte	De 43 a más	C	LAMBAYEQUE	Lambayeque	0	0	1,157352900000000	Norte
2986406	Femenino	Urbano	Sierra Norte	De 43 a más	C	INDEPENDENCIA	Áncash	0	0	0,668269300000000	Norte
2986407	Femenino	Urbano	Costa Norte	De 26 a 42	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986408	Femenino	Urbano	Sierra Norte	De 43 a más	B	INDEPENDENCIA	Áncash	0	0	1,435301200000000	Norte
2986409	Masculino	Urbano	Costa Norte	De 43 a más	C	LAMBAYEQUE	Lambayeque	0	0	1,157352900000000	Norte
2986410	Masculino	Urbano	Sierra Norte	De 26 a 42	C	INDEPENDENCIA	Áncash	0	0	0,668269300000000	Norte
2986411	Femenino	Urbano	Sierra Norte	De 26 a 42	D	INDEPENDENCIA	Áncash	0	0	1,962472000000000	Norte
2986412	Masculino	Urbano	Sierra Norte	De 26 a 42	C	INDEPENDENCIA	Áncash	0	0	0,668269300000000	Norte
2986413	Masculino	Urbano	Sierra Norte	De 26 a 42	C	INDEPENDENCIA	Áncash	0	0	0,668269300000000	Norte
2986415	Femenino	Urbano	Lima	De 43 a más	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,570573400000000	Lima
2986416	Femenino	Urbano	Costa Sur	De 26 a 42	B	MARIANO MELGAR	Arequipa	0	0	0,397898100000000	Sur
2986417	Femenino	Urbano	Costa Sur	De 26 a 42	B	MARIANO MELGAR	Arequipa	0	0	0,397898100000000	Sur
2986418	Masculino	Urbano	Costa Sur	De 43 a más	B	MARIANO MELGAR	Arequipa	0	0	0,397898100000000	Sur
2986420	Masculino	Urbano	Lima	De 43 a más	C	CARABAYLLO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986421	Femenino	Urbano	Lima	De 26 a 42	C	CARABAYLLO	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986422	Femenino	Urbano	Lima	De 26 a 42	D	CARABAYLLO	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986423	Masculino	Urbano	Lima	De 26 a 42	C	CARABAYLLO	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,844042600000000	Lima
2986424	Masculino	Urbano	Lima	De 18 a 25	D	CARABAYLLO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986425	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986426	Femenino	Urbano	Lima	De 43 a más	C	LIMA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986427	Femenino	Urbano	Lima	De 43 a más	C	COMAS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986428	Femenino	Urbano	Lima	De 43 a más	D	COMAS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986429	Masculino	Urbano	Lima	De 43 a más	C	COMAS	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,844042600000000	Lima
2986430	Femenino	Urbano	Lima	De 26 a 42	C	COMAS	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986431	Femenino	Urbano	Lima	De 43 a más	C	COMAS	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,844042600000000	Lima
2986432	Masculino	Urbano	Lima	De 43 a más	D	CARABAYLLO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986433	Femenino	Urbano	Lima	De 26 a 42	C	COMAS	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986434	Masculino	Urbano	Lima	De 43 a más	C	COMAS	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986435	Masculino	Urbano	Lima	De 18 a 25	B	COMAS	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986436	Masculino	Urbano	Lima	De 26 a 42	C	COMAS	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986437	Masculino	Urbano	Lima	De 18 a 25	C	COMAS	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986438	Femenino	Urbano	Lima	De 26 a 42	B	ATE	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,722194300000000	Lima
2986440	Femenino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986441	Masculino	Urbano	Lima	De 18 a 25	C	VILLA EL SALVADOR	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986442	Femenino	Urbano	Costa Centro	De 26 a 42	E	BARRANCA	Lima Provincias	0	0	0,686267700000000	Centro
2986443	Masculino	Urbano	Costa Centro	De 18 a 25	D	BARRANCA	Lima Provincias	0	0	1,080154500000000	Centro
2986445	Femenino	Rural	Sierra Sur	De 18 a 25	E	MARANGANI	Cusco	0	0	2,078454000000000	Sur
2986446	Masculino	Urbano	Costa Norte	De 26 a 42	D	PUCALÁ	Lambayeque	0	0	1,593514800000000	Norte
2986447	Masculino	Urbano	Costa Sur	De 43 a más	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986449	Masculino	Rural	Costa Norte	De 26 a 42	B	LAS LOMAS	Piura	0	0	0,071079200000000	Norte
2986450	Femenino	Urbano	Costa Norte	De 26 a 42	C	CHICLAYO	Lambayeque	0	0	1,157352900000000	Norte
2986452	Femenino	Urbano	Lima	De 43 a más	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986453	Masculino	Urbano	Lima	De 43 a más	C	SANTA ANITA	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,844042600000000	Lima
2986454	Masculino	Rural	Oriente	De 43 a más	D	ARAMANGO	Amazonas	0	0	0,964468300000000	Oriente
2986455	Femenino	Urbano	Oriente	De 26 a 42	D	JAEN	Cajamarca	0	0	1,605392500000000	Oriente
2986457	Femenino	Urbano	Costa Norte	De 26 a 42	D	TRUJILLO	La Libertad	0	0	1,593514800000000	Norte
2986458	Masculino	Urbano	Costa Norte	De 43 a más	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986459	Masculino	Urbano	Costa Norte	De 43 a más	D	PACANGA	La Libertad	0	0	1,593514800000000	Norte
2986460	Femenino	Urbano	Costa Norte	De 43 a más	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986461	Masculino	Urbano	Costa Norte	De 26 a 42	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986462	Masculino	Urbano	Costa Norte	De 43 a más	B	SULLANA	Piura	0	0	0,687797400000000	Norte
2986463	Femenino	Rural	Sierra Norte	De 26 a 42	E	OLLEROS	Áncash	0	0	3,894759200000000	Norte
2986464	Femenino	Urbano	Lima	De 18 a 25	C	INDEPENDENCIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986465	Masculino	Urbano	Oriente	De 43 a más	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986466	Femenino	Rural	Sierra Centro	De 18 a 25	E	ACORIA	Huancavelica	0	0	1,939897400000000	Centro
2986467	Femenino	Urbano	Costa Sur	De 18 a 25	D	PAUCARPATA	Arequipa	0	0	1,281259500000000	Sur
2986469	Masculino	Urbano	Costa Centro	De 43 a más	B	ICA	Ica	0	0	1,133942000000000	Centro
2986470	Masculino	Urbano	Costa Sur	De 26 a 42	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986471	Masculino	Urbano	Lima	De 43 a más	C	BREÑA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986473	Femenino	Urbano	Costa Centro	De 43 a más	B	HUAURA	Lima Provincias	0	0	1,133942000000000	Centro
2986474	Femenino	Urbano	Costa Norte	De 26 a 42	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986475	Masculino	Urbano	Costa Norte	De 26 a 42	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986476	Femenino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986477	Femenino	Urbano	Lima	De 26 a 42	C	INDEPENDENCIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986478	Femenino	Urbano	Lima	De 43 a más	B	MAGDALENA DEL MAR	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986479	Masculino	Urbano	Lima	De 43 a más	C	MAGDALENA DEL MAR	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986480	Masculino	Urbano	Lima	De 43 a más	B	MAGDALENA DEL MAR	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986481	Femenino	Urbano	Lima	De 43 a más	B	MAGDALENA DEL MAR	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986482	Masculino	Urbano	Lima	De 18 a 25	B	MAGDALENA DEL MAR	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986483	Femenino	Urbano	Lima	De 18 a 25	B	MAGDALENA DEL MAR	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986484	Femenino	Urbano	Lima	De 43 a más	D	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986485	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986486	Femenino	Urbano	Lima	De 26 a 42	E	VENTANILLA	Lima y Callao	Callao	0	0,570573400000000	Lima
2986487	Masculino	Urbano	Lima	De 43 a más	D	LOS OLIVOS	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986488	Femenino	Urbano	Sierra Sur	De 26 a 42	D	SAN SEBASTIAN	Cusco	0	0	1,128476000000000	Sur
2986489	Femenino	Urbano	Lima	De 18 a 25	C	ATE	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,844042600000000	Lima
2986490	Masculino	Rural	Oriente	De 26 a 42	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986492	Masculino	Urbano	Costa Norte	De 18 a 25	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986493	Masculino	Urbano	Costa Norte	De 43 a más	B	JOSE LEONARDO ORTIZ	Lambayeque	0	0	0,687797400000000	Norte
2986494	Femenino	Urbano	Lima	De 18 a 25	A	MIRAFLORES	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986495	Femenino	Urbano	Lima	De 26 a 42	B	SANTA ANITA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986496	Femenino	Urbano	Lima	De 43 a más	C	EL AGUSTINO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986497	Masculino	Urbano	Oriente	De 18 a 25	C	YARINACOCHA	Ucayali	0	0	1,185484800000000	Oriente
2986498	Masculino	Rural	Sierra Norte	De 26 a 42	E	OLLEROS	Áncash	0	0	3,894759200000000	Norte
2986500	Masculino	Urbano	Costa Norte	De 43 a más	C	SULLANA	Piura	0	0	1,157352900000000	Norte
2986501	Femenino	Rural	Sierra Sur	De 18 a 25	D	MARANGANI	Cusco	0	0	0,371711000000000	Sur
2986502	Masculino	Urbano	Costa Sur	De 18 a 25	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986506	Femenino	Urbano	Lima	De 26 a 42	B	MAGDALENA VIEJA	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,722194300000000	Lima
2986507	Masculino	Urbano	Lima	De 43 a más	E	SAN JUAN DE MIRAFLORES	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,570573400000000	Lima
2986508	Masculino	Urbano	Lima	De 43 a más	B	MAGDALENA VIEJA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986510	Masculino	Urbano	Costa Centro	De 26 a 42	E	IMPERIAL	Lima Provincias	0	0	0,686267700000000	Centro
2986511	Masculino	Urbano	Costa Centro	De 43 a más	E	IMPERIAL	Lima Provincias	0	0	0,686267700000000	Centro
2986513	Masculino	Urbano	Sierra Centro	De 43 a más	E	HUANCAVELICA	Huancavelica	0	0	1,168026700000000	Centro
2986515	Masculino	Urbano	Lima	De 43 a más	B	PUENTE PIEDRA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986516	Femenino	Urbano	Costa Norte	De 26 a 42	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986518	Femenino	Urbano	Costa Centro	De 43 a más	D	ICA	Ica	0	0	1,080154500000000	Centro
2986519	Femenino	Rural	Sierra Norte	De 18 a 25	E	HUANCABAMBA	Piura	0	0	3,894759200000000	Norte
2986520	Femenino	Urbano	Lima	De 26 a 42	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2986521	Femenino	Urbano	Costa Norte	De 26 a 42	E	CHICLAYO	Lambayeque	0	0	0,921439700000000	Norte
2986522	Femenino	Urbano	Costa Centro	De 26 a 42	B	HUAURA	Lima Provincias	0	0	1,133942000000000	Centro
2986524	Femenino	Urbano	Oriente	De 43 a más	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986526	Femenino	Urbano	Costa Norte	De 43 a más	D	JOSE LEONARDO ORTIZ	Lambayeque	0	0	1,593514800000000	Norte
2986527	Femenino	Rural	Oriente	De 18 a 25	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986529	Masculino	Urbano	Lima	De 26 a 42	B	LOS OLIVOS	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986534	Femenino	Urbano	Costa Norte	De 43 a más	D	PARIÑAS	Piura	0	0	1,593514800000000	Norte
2986535	Masculino	Urbano	Costa Norte	De 43 a más	D	PUCALÁ	Lambayeque	0	0	1,593514800000000	Norte
2986538	Masculino	Urbano	Lima	De 26 a 42	C	BREÑA	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,844042600000000	Lima
2986540	Masculino	Urbano	Costa Sur	De 43 a más	D	PAUCARPATA	Arequipa	0	0	1,281259500000000	Sur
2986541	Femenino	Rural	Costa Norte	De 43 a más	D	LAS LOMAS	Piura	0	0	0,649190100000000	Norte
2986543	Femenino	Urbano	Lima	De 26 a 42	D	INDEPENDENCIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986544	Femenino	Urbano	Lima	De 26 a 42	E	INDEPENDENCIA	Lima y Callao	Lima	No precisa	0,570573400000000	Lima
2986546	Masculino	Rural	Oriente	De 26 a 42	D	SAN IGNACIO	Cajamarca	0	0	0,964468300000000	Oriente
2986550	Femenino	Urbano	Lima	De 18 a 25	D	SANTA ANITA	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,888577500000000	Lima
2986551	Femenino	Urbano	Sierra Sur	De 43 a más	B	SAN SEBASTIAN	Cusco	0	0	1,280949800000000	Sur
2986552	Femenino	Urbano	Oriente	De 43 a más	D	IQUITOS	Loreto	0	0	1,605392500000000	Oriente
2986553	Masculino	Urbano	Sierra Centro	De 43 a más	B	HUANCAVELICA	Huancavelica	0	0	0,381243000000000	Centro
2986554	Masculino	Urbano	Lima	De 26 a 42	E	CARABAYLLO	Lima y Callao	Lima	Yuri Castro por Perú Libre	0,570573400000000	Lima
2986555	Femenino	Urbano	Sierra Norte	De 18 a 25	E	HUARI	Áncash	0	0	0,714354900000000	Norte
2986556	Femenino	Urbano	Sierra Norte	De 26 a 42	E	HUARI	Áncash	0	0	0,714354900000000	Norte
2986557	Masculino	Urbano	Sierra Norte	De 18 a 25	E	HUARI	Áncash	0	0	0,714354900000000	Norte
2986558	Masculino	Urbano	Sierra Norte	De 43 a más	C	HUARI	Áncash	0	0	0,668269300000000	Norte
2986559	Femenino	Urbano	Sierra Norte	De 26 a 42	E	HUARI	Áncash	0	0	0,714354900000000	Norte
2986560	Masculino	Urbano	Sierra Norte	De 26 a 42	C	HUARI	Áncash	0	0	0,668269300000000	Norte
2986561	Masculino	Urbano	Sierra Norte	De 26 a 42	D	HUARI	Áncash	0	0	1,962472000000000	Norte
2986562	Masculino	Urbano	Sierra Norte	De 43 a más	B	HUARI	Áncash	0	0	1,435301200000000	Norte
2986563	Femenino	Urbano	Sierra Norte	De 43 a más	E	HUARI	Áncash	0	0	0,714354900000000	Norte
2986564	Femenino	Urbano	Sierra Norte	De 43 a más	C	HUARI	Áncash	0	0	0,668269300000000	Norte
2986565	Masculino	Urbano	Lima	De 26 a 42	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,570573400000000	Lima
2986566	Masculino	Urbano	Lima	De 26 a 42	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986567	Masculino	Rural	Sierra Sur	De 43 a más	E	MARANGANI	Cusco	0	0	2,078454000000000	Sur
2986569	Masculino	Rural	Oriente	De 26 a 42	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
2986574	Masculino	Urbano	Costa Sur	De 18 a 25	C	TACNA	Tacna	0	0	1,898521500000000	Sur
