ENC	GENERO	AMBITO	REGION	EDAD	NIVEL	DISTRITO	PA	PB	P20	PESO2	REGION2
2985921	Masculino	Urbano	Oriente	De 26 a 42	D	IQUITOS	Loreto	0	0	1,605392500000000	Oriente
2985922	Masculino	Urbano	Costa Norte	De 18 a 25	C	VIRU	La Libertad	0	0	1,157352900000000	Norte
2985923	Femenino	Rural	Costa Norte	De 26 a 42	E	OLMOS	Lambayeque	0	0	1,565301300000000	Norte
2985930	Femenino	Urbano	Lima	De 18 a 25	D	CARABAYLLO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2985931	Femenino	Urbano	Oriente	De 26 a 42	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2985932	Masculino	Rural	Costa Sur	De 18 a 25	D	PACHIA	Tacna	0	0	0,295539900000000	Sur
2985933	Masculino	Urbano	Oriente	De 43 a más	E	BAGUA GRANDE	Amazonas	0	0	0,876358600000000	Oriente
2985934	Femenino	Rural	Costa Norte	De 26 a 42	E	OLMOS	Lambayeque	0	0	1,565301300000000	Norte
2985935	Masculino	Urbano	Costa Norte	De 18 a 25	B	SULLANA	Piura	0	0	0,687797400000000	Norte
2985936	Femenino	Urbano	Costa Norte	De 26 a 42	C	VIRU	La Libertad	0	0	1,157352900000000	Norte
2985937	Masculino	Urbano	Lima	De 43 a más	B	INDEPENDENCIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2985938	Masculino	Urbano	Lima	De 18 a 25	B	LIMA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2985939	Masculino	Urbano	Lima	De 26 a 42	D	VENTANILLA	Lima y Callao	Callao	0	0,888577500000000	Lima
2985942	Masculino	Urbano	Costa Sur	De 43 a más	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2985949	Femenino	Urbano	Lima	De 26 a 42	A	SAN BORJA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2985951	Femenino	Urbano	Costa Norte	De 26 a 42	E	JOSE LEONARDO ORTIZ	Lambayeque	0	0	0,921439700000000	Norte
2985954	Femenino	Urbano	Costa Norte	De 43 a más	D	CASTILLA	Piura	0	0	1,593514800000000	Norte
2985955	Femenino	Urbano	Costa Norte	De 43 a más	E	CHICLAYO	Lambayeque	0	0	0,921439700000000	Norte
2985957	Masculino	Urbano	Lima	De 43 a más	D	CARABAYLLO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2985958	Masculino	Rural	Costa Sur	De 26 a 42	B	PACHIA	Tacna	0	0	0,104748300000000	Sur
2985959	Femenino	Urbano	Lima	De 18 a 25	C	SAN MARTIN DE PORRES	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2985960	Femenino	Urbano	Costa Sur	De 26 a 42	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2985961	Femenino	Urbano	Lima	De 18 a 25	C	VILLA EL SALVADOR	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2985962	Femenino	Urbano	Lima	De 43 a más	C	VILLA EL SALVADOR	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2985965	Masculino	Urbano	Oriente	De 43 a más	C	TARAPOTO	San Martin	0	0	1,185484800000000	Oriente
2985990	Masculino	Urbano	Oriente	De 18 a 25	D	BAGUA GRANDE	Amazonas	0	0	1,605392500000000	Oriente
2985994	Masculino	Rural	Costa Norte	De 26 a 42	E	OLMOS	Lambayeque	0	0	1,565301300000000	Norte
2985995	Masculino	Urbano	Lima	De 43 a más	C	SANTA ANITA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2985998	Femenino	Urbano	Lima	De 18 a 25	C	LIMA	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986000	Masculino	Urbano	Lima	De 18 a 25	D	ATE	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986002	Femenino	Urbano	Costa Norte	De 43 a más	E	SULLANA	Piura	0	0	0,921439700000000	Norte
2986003	Femenino	Urbano	Oriente	De 26 a 42	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986004	Masculino	Urbano	Lima	De 26 a 42	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986005	Femenino	Urbano	Costa Norte	De 26 a 42	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986007	Femenino	Urbano	Costa Norte	De 26 a 42	D	JOSE LEONARDO ORTIZ	Lambayeque	0	0	1,593514800000000	Norte
2986011	Femenino	Urbano	Costa Norte	De 26 a 42	C	VIRU	La Libertad	0	0	1,157352900000000	Norte
2986028	Masculino	Urbano	Lima	De 43 a más	A	MIRAFLORES	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986030	Masculino	Rural	Costa Norte	De 43 a más	B	OLMOS	Lambayeque	0	0	0,071079200000000	Norte
2986031	Masculino	Urbano	Lima	De 26 a 42	C	LIMA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986034	Masculino	Urbano	Costa Norte	De 18 a 25	B	CHICLAYO	Lambayeque	0	0	0,687797400000000	Norte
2986035	Masculino	Rural	Oriente	De 43 a más	C	SAN IGNACIO	Cajamarca	0	0	0,197204700000000	Oriente
2986036	Femenino	Urbano	Oriente	De 26 a 42	E	JAEN	Cajamarca	0	0	0,876358600000000	Oriente
2986037	Masculino	Urbano	Lima	De 43 a más	C	INDEPENDENCIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986044	Femenino	Urbano	Costa Norte	De 26 a 42	E	SULLANA	Piura	0	0	0,921439700000000	Norte
2986050	Masculino	Urbano	Lima	De 43 a más	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2986051	Masculino	Urbano	Costa Norte	De 18 a 25	D	VIRU	La Libertad	0	0	1,593514800000000	Norte
2986052	Masculino	Urbano	Lima	De 18 a 25	C	ATE	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986053	Masculino	Urbano	Lima	De 43 a más	B	SANTA ANITA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986054	Masculino	Urbano	Costa Sur	De 26 a 42	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986055	Femenino	Rural	Sierra Norte	De 43 a más	C	CHOTA	Cajamarca	0	0	0,029980000000000	Norte
2986056	Masculino	Urbano	Oriente	De 18 a 25	E	BAGUA GRANDE	Amazonas	0	0	0,876358600000000	Oriente
2986057	Masculino	Urbano	Costa Sur	De 26 a 42	C	YANAHUARA	Arequipa	0	0	1,898521500000000	Sur
2986058	Masculino	Urbano	Lima	De 43 a más	E	VENTANILLA	Lima y Callao	Callao	0	0,570573400000000	Lima
2986060	Femenino	Rural	Oriente	De 18 a 25	C	SAN IGNACIO	Cajamarca	0	0	0,197204700000000	Oriente
2986061	Femenino	Rural	Costa Sur	De 26 a 42	C	PACHIA	Tacna	0	0	0,527482600000000	Sur
2986062	Masculino	Urbano	Lima	De 26 a 42	B	LIMA	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986063	Femenino	Urbano	Oriente	De 26 a 42	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986064	Masculino	Urbano	Sierra Centro	De 18 a 25	E	HUANCAVELICA	Huancavelica	0	0	1,168026700000000	Centro
2986067	Femenino	Urbano	Oriente	De 43 a más	D	IQUITOS	Loreto	0	0	1,605392500000000	Oriente
2986068	Masculino	Urbano	Costa Norte	De 18 a 25	D	CHICLAYO	Lambayeque	0	0	1,593514800000000	Norte
2986069	Femenino	Urbano	Lima	De 43 a más	A	LA MOLINA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986070	Femenino	Urbano	Costa Norte	De 26 a 42	E	PARIÑAS	Piura	0	0	0,921439700000000	Norte
2986071	Femenino	Urbano	Costa Norte	De 26 a 42	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986072	Masculino	Urbano	Costa Norte	De 18 a 25	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986073	Masculino	Urbano	Costa Norte	De 26 a 42	B	VIRU	La Libertad	0	0	0,687797400000000	Norte
2986074	Masculino	Urbano	Costa Norte	De 43 a más	B	LA ESPERANZA	La Libertad	0	0	0,687797400000000	Norte
2986075	Femenino	Urbano	Costa Norte	De 43 a más	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986078	Femenino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986080	Femenino	Urbano	Costa Norte	De 43 a más	E	SULLANA	Piura	0	0	0,921439700000000	Norte
2986083	Masculino	Urbano	Costa Centro	De 26 a 42	D	HUAURA	Lima Provincias	0	0	1,080154500000000	Centro
2986085	Masculino	Rural	Costa Norte	De 18 a 25	C	OLMOS	Lambayeque	0	0	0,115971300000000	Norte
2986086	Masculino	Rural	Sierra Norte	De 26 a 42	C	HUANCABAMBA	Piura	0	0	0,029980000000000	Norte
2986087	Femenino	Rural	Sierra Norte	De 26 a 42	B	HUANCABAMBA	Piura	0	0	0,003948800000000	Norte
2986088	Masculino	Rural	Oriente	De 26 a 42	D	SAN IGNACIO	Cajamarca	0	0	0,964468300000000	Oriente
2986089	Femenino	Urbano	Lima	De 26 a 42	B	LIMA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,722194300000000	Lima
2986091	Femenino	Urbano	Lima	De 43 a más	B	SAN MARTIN DE PORRES	Lima y Callao	Lima	Blanco / Viciado	0,722194300000000	Lima
2986093	Femenino	Urbano	Costa Sur	De 43 a más	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986096	Femenino	Rural	Costa Sur	De 43 a más	E	PACHIA	Tacna	0	0	0,831751400000000	Sur
2986098	Femenino	Urbano	Lima	De 43 a más	A	SANTIAGO DE SURCO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986099	Masculino	Urbano	Costa Norte	De 26 a 42	C	LAMBAYEQUE	Lambayeque	0	0	1,157352900000000	Norte
2986100	Masculino	Urbano	Costa Norte	De 26 a 42	D	VIRU	La Libertad	0	0	1,593514800000000	Norte
2986101	Masculino	Urbano	Oriente	De 26 a 42	E	JAEN	Cajamarca	0	0	0,876358600000000	Oriente
2986105	Masculino	Urbano	Oriente	De 43 a más	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986106	Masculino	Urbano	Sierra Centro	De 26 a 42	B	HUANCAVELICA	Huancavelica	0	0	0,381243000000000	Centro
2986108	Masculino	Urbano	Lima	De 26 a 42	C	BELLAVISTA	Lima y Callao	Callao	0	0,844042600000000	Lima
2986109	Femenino	Rural	Sierra Norte	De 18 a 25	C	OLLEROS	Áncash	0	0	0,029980000000000	Norte
2986110	Masculino	Urbano	Lima	De 43 a más	D	VENTANILLA	Lima y Callao	Callao	0	0,888577500000000	Lima
2986111	Masculino	Urbano	Lima	De 18 a 25	C	CARABAYLLO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986112	Femenino	Urbano	Lima	De 43 a más	D	CARABAYLLO	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986113	Masculino	Urbano	Costa Centro	De 43 a más	E	BARRANCA	Lima Provincias	0	0	0,686267700000000	Centro
2986114	Femenino	Urbano	Costa Norte	De 26 a 42	D	SULLANA	Piura	0	0	1,593514800000000	Norte
2986115	Masculino	Urbano	Costa Sur	De 18 a 25	D	CERRO COLORADO	Arequipa	0	0	1,281259500000000	Sur
2986116	Masculino	Urbano	Costa Centro	De 18 a 25	E	HUAURA	Lima Provincias	0	0	0,686267700000000	Centro
2986117	Femenino	Rural	Oriente	De 18 a 25	E	SAN IGNACIO	Cajamarca	0	0	1,918359300000000	Oriente
2986118	Masculino	Urbano	Costa Norte	De 43 a más	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986119	Femenino	Urbano	Costa Sur	De 26 a 42	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986120	Masculino	Urbano	Costa Norte	De 26 a 42	E	JOSE LEONARDO ORTIZ	Lambayeque	0	0	0,921439700000000	Norte
2986121	Femenino	Urbano	Costa Norte	De 18 a 25	E	JOSE LEONARDO ORTIZ	Lambayeque	0	0	0,921439700000000	Norte
2986123	Femenino	Urbano	Lima	De 18 a 25	D	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	George Forsyth por Somos Perú	0,888577500000000	Lima
2986124	Masculino	Rural	Costa Norte	De 43 a más	C	OLMOS	Lambayeque	0	0	0,115971300000000	Norte
2986125	Femenino	Urbano	Costa Norte	De 43 a más	D	LA ESPERANZA	La Libertad	0	0	1,593514800000000	Norte
2986126	Femenino	Urbano	Lima	De 18 a 25	B	INDEPENDENCIA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986127	Masculino	Urbano	Costa Norte	De 43 a más	E	CHICLAYO	Lambayeque	0	0	0,921439700000000	Norte
2986132	Femenino	Urbano	Lima	De 43 a más	A	LA MOLINA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986133	Femenino	Urbano	Lima	De 18 a 25	B	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986134	Masculino	Urbano	Lima	De 26 a 42	D	SANTA ANITA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986136	Femenino	Urbano	Lima	De 26 a 42	C	INDEPENDENCIA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986137	Femenino	Urbano	Costa Norte	De 43 a más	E	VIRU	La Libertad	0	0	0,921439700000000	Norte
2986138	Masculino	Rural	Sierra Norte	De 26 a 42	D	OLLEROS	Áncash	0	0	0,722015100000000	Norte
2986139	Masculino	Rural	Oriente	De 43 a más	C	SAN IGNACIO	Cajamarca	0	0	0,197204700000000	Oriente
2986140	Masculino	Urbano	Oriente	De 26 a 42	C	IQUITOS	Loreto	0	0	1,185484800000000	Oriente
2986141	Femenino	Urbano	Costa Centro	De 26 a 42	E	HUAURA	Lima Provincias	0	0	0,686267700000000	Centro
2986142	Masculino	Urbano	Costa Norte	De 43 a más	D	EL PORVENIR	La Libertad	0	0	1,593514800000000	Norte
2986143	Masculino	Urbano	Costa Norte	De 18 a 25	E	EL PORVENIR	La Libertad	0	0	0,921439700000000	Norte
2986144	Femenino	Urbano	Costa Norte	De 43 a más	E	EL PORVENIR	La Libertad	0	0	0,921439700000000	Norte
2986145	Femenino	Urbano	Costa Norte	De 18 a 25	D	EL PORVENIR	La Libertad	0	0	1,593514800000000	Norte
2986146	Femenino	Urbano	Costa Norte	De 26 a 42	D	EL PORVENIR	La Libertad	0	0	1,593514800000000	Norte
2986147	Masculino	Urbano	Costa Norte	De 26 a 42	D	EL PORVENIR	La Libertad	0	0	1,593514800000000	Norte
2986148	Femenino	Urbano	Costa Norte	De 26 a 42	B	EL PORVENIR	La Libertad	0	0	0,687797400000000	Norte
2986149	Masculino	Rural	Sierra Norte	De 26 a 42	C	HUANCABAMBA	Piura	0	0	0,029980000000000	Norte
2986150	Masculino	Urbano	Costa Norte	De 18 a 25	C	SULLANA	Piura	0	0	1,157352900000000	Norte
2986151	Femenino	Urbano	Oriente	De 18 a 25	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986152	Masculino	Urbano	Sierra Sur	De 26 a 42	C	PUNO	Puno	0	0	1,432073600000000	Sur
2986153	Femenino	Urbano	Lima	De 26 a 42	B	MAGDALENA VIEJA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,722194300000000	Lima
2986154	Masculino	Urbano	Lima	De 43 a más	B	MAGDALENA VIEJA	Lima y Callao	Lima	No precisa	0,722194300000000	Lima
2986155	Masculino	Urbano	Costa Norte	De 26 a 42	D	LAMBAYEQUE	Lambayeque	0	0	1,593514800000000	Norte
2986156	Femenino	Urbano	Lima	De 26 a 42	C	PUENTE PIEDRA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986157	Masculino	Urbano	Costa Centro	De 43 a más	E	BARRANCA	Lima Provincias	0	0	0,686267700000000	Centro
2986173	Femenino	Urbano	Sierra Centro	De 18 a 25	C	EL TAMBO	Junin	0	0	0,828176700000000	Centro
2986178	Masculino	Urbano	Costa Norte	De 43 a más	C	CASTILLA	Piura	0	0	1,157352900000000	Norte
2986179	Masculino	Urbano	Lima	De 43 a más	D	ATE	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986180	Masculino	Urbano	Lima	De 43 a más	C	ATE	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986181	Masculino	Urbano	Lima	De 43 a más	C	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986183	Masculino	Urbano	Costa Norte	De 43 a más	C	VIRU	La Libertad	0	0	1,157352900000000	Norte
2986184	Femenino	Urbano	Costa Norte	De 26 a 42	D	PUCALÁ	Lambayeque	0	0	1,593514800000000	Norte
2986185	Femenino	Urbano	Lima	De 26 a 42	C	CARABAYLLO	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986186	Femenino	Rural	Oriente	De 43 a más	E	SAN IGNACIO	Cajamarca	0	0	1,918359300000000	Oriente
2986189	Femenino	Urbano	Lima	De 43 a más	D	INDEPENDENCIA	Lima y Callao	Lima	No precisa	0,888577500000000	Lima
2986190	Femenino	Rural	Costa Norte	De 18 a 25	D	OLMOS	Lambayeque	0	0	0,649190100000000	Norte
2986191	Masculino	Urbano	Costa Norte	De 18 a 25	B	TRUJILLO	La Libertad	0	0	0,687797400000000	Norte
2986192	Masculino	Urbano	Costa Norte	De 43 a más	B	TRUJILLO	La Libertad	0	0	0,687797400000000	Norte
2986193	Masculino	Urbano	Costa Norte	De 18 a 25	E	TRUJILLO	La Libertad	0	0	0,921439700000000	Norte
2986194	Femenino	Urbano	Costa Norte	De 43 a más	C	TRUJILLO	La Libertad	0	0	1,157352900000000	Norte
2986195	Masculino	Urbano	Costa Sur	De 18 a 25	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986196	Femenino	Urbano	Costa Norte	De 26 a 42	B	TRUJILLO	La Libertad	0	0	0,687797400000000	Norte
2986197	Femenino	Urbano	Lima	De 43 a más	C	VILLA EL SALVADOR	Lima y Callao	Lima	Blanco / Viciado	0,844042600000000	Lima
2986198	Masculino	Urbano	Costa Norte	De 26 a 42	D	TRUJILLO	La Libertad	0	0	1,593514800000000	Norte
2986199	Masculino	Urbano	Lima	De 43 a más	D	LIMA	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986200	Masculino	Urbano	Costa Norte	De 43 a más	B	TRUJILLO	La Libertad	0	0	0,687797400000000	Norte
2986201	Masculino	Urbano	Costa Centro	De 26 a 42	C	IMPERIAL	Lima Provincias	0	0	1,928532600000000	Centro
2986202	Masculino	Urbano	Costa Centro	De 18 a 25	B	IMPERIAL	Lima Provincias	0	0	1,133942000000000	Centro
2986203	Masculino	Urbano	Costa Norte	De 43 a más	B	CHICLAYO	Lambayeque	0	0	0,687797400000000	Norte
2986204	Femenino	Urbano	Costa Centro	De 43 a más	D	IMPERIAL	Lima Provincias	0	0	1,080154500000000	Centro
2986205	Femenino	Rural	Costa Sur	De 43 a más	D	PACHIA	Tacna	0	0	0,295539900000000	Sur
2986206	Masculino	Urbano	Costa Norte	De 43 a más	E	PACANGA	La Libertad	0	0	0,921439700000000	Norte
2986207	Femenino	Urbano	Costa Norte	De 26 a 42	C	JOSE LEONARDO ORTIZ	Lambayeque	0	0	1,157352900000000	Norte
2986208	Masculino	Urbano	Oriente	De 43 a más	D	BAGUA GRANDE	Amazonas	0	0	1,605392500000000	Oriente
2986209	Masculino	Urbano	Sierra Centro	De 26 a 42	C	HUANCAVELICA	Huancavelica	0	0	0,828176700000000	Centro
2986210	Femenino	Urbano	Lima	De 43 a más	E	VENTANILLA	Lima y Callao	Callao	0	0,570573400000000	Lima
2986212	Femenino	Rural	Sierra Norte	De 43 a más	C	CHOTA	Cajamarca	0	0	0,029980000000000	Norte
2986213	Femenino	Rural	Sierra Norte	De 26 a 42	C	CHOTA	Cajamarca	0	0	0,029980000000000	Norte
2986214	Masculino	Urbano	Costa Sur	De 43 a más	C	MARIANO MELGAR	Arequipa	0	0	1,898521500000000	Sur
2986215	Masculino	Urbano	Costa Sur	De 43 a más	B	MARIANO MELGAR	Arequipa	0	0	0,397898100000000	Sur
2986216	Femenino	Urbano	Costa Sur	De 26 a 42	C	MARIANO MELGAR	Arequipa	0	0	1,898521500000000	Sur
2986217	Masculino	Urbano	Lima	De 43 a más	C	LA VICTORIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986218	Femenino	Urbano	Lima	De 43 a más	C	LA VICTORIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986219	Femenino	Urbano	Lima	De 18 a 25	C	LA VICTORIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986220	Masculino	Urbano	Lima	De 43 a más	D	LA VICTORIA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,888577500000000	Lima
2986221	Masculino	Urbano	Lima	De 26 a 42	C	LA VICTORIA	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,844042600000000	Lima
2986222	Masculino	Urbano	Oriente	De 18 a 25	E	CALLERIA	Ucayali	0	0	0,876358600000000	Oriente
2986224	Masculino	Urbano	Lima	De 26 a 42	D	INDEPENDENCIA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986225	Femenino	Urbano	Costa Norte	De 18 a 25	C	PARIÑAS	Piura	0	0	1,157352900000000	Norte
2986226	Femenino	Urbano	Oriente	De 26 a 42	D	IQUITOS	Loreto	0	0	1,605392500000000	Oriente
2986228	Masculino	Urbano	Lima	De 26 a 42	A	MIRAFLORES	Lima y Callao	Lima	Gonzalo Alegria por Juntos por el Perú	0,722194300000000	Lima
2986230	Femenino	Urbano	Costa Norte	De 43 a más	C	VIRU	La Libertad	0	0	1,157352900000000	Norte
2986231	Masculino	Rural	Sierra Norte	De 43 a más	C	OLLEROS	Áncash	0	0	0,029980000000000	Norte
2986232	Masculino	Urbano	Costa Norte	De 18 a 25	E	CASTILLA	Piura	0	0	0,921439700000000	Norte
2986233	Femenino	Urbano	Lima	De 43 a más	D	ATE	Lima y Callao	Lima	Omar Chehade por Alianza por el Progreso (APP)	0,888577500000000	Lima
2986240	Masculino	Urbano	Sierra Sur	De 43 a más	C	PUNO	Puno	0	0	1,432073600000000	Sur
2986242	Masculino	Urbano	Costa Norte	De 43 a más	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986243	Femenino	Urbano	Costa Norte	De 18 a 25	C	LA ESPERANZA	La Libertad	0	0	1,157352900000000	Norte
2986249	Masculino	Urbano	Lima	De 43 a más	B	BELLAVISTA	Lima y Callao	Callao	0	0,722194300000000	Lima
2986251	Femenino	Urbano	Costa Norte	De 26 a 42	C	SULLANA	Piura	0	0	1,157352900000000	Norte
2986258	Masculino	Urbano	Lima	De 43 a más	D	LIMA	Lima y Callao	Lima	Blanco / Viciado	0,888577500000000	Lima
2986259	Femenino	Urbano	Lima	De 26 a 42	D	SANTA ANITA	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986260	Masculino	Urbano	Costa Norte	De 43 a más	D	PUCALÁ	Lambayeque	0	0	1,593514800000000	Norte
2986261	Femenino	Rural	Sierra Centro	De 43 a más	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986262	Masculino	Rural	Sierra Centro	De 43 a más	E	HUACHAC	Junin	0	0	1,939897400000000	Centro
2986263	Masculino	Rural	Sierra Centro	De 43 a más	B	HUACHAC	Junin	0	0	0,043645100000000	Centro
2986264	Femenino	Rural	Sierra Centro	De 18 a 25	D	HUACHAC	Junin	0	0	0,931823500000000	Centro
2986266	Femenino	Urbano	Oriente	De 43 a más	D	JAEN	Cajamarca	0	0	1,605392500000000	Oriente
2986267	Masculino	Urbano	Costa Norte	De 18 a 25	D	JOSE LEONARDO ORTIZ	Lambayeque	0	0	1,593514800000000	Norte
2986268	Femenino	Urbano	Lima	De 18 a 25	C	PUENTE PIEDRA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986269	Femenino	Urbano	Oriente	De 26 a 42	C	CALLERIA	Ucayali	0	0	1,185484800000000	Oriente
2986270	Masculino	Urbano	Lima	De 18 a 25	B	MAGDALENA VIEJA	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986271	Femenino	Urbano	Lima	De 43 a más	E	SAN JUAN DE LURIGANCHO	Lima y Callao	Lima	No precisa	0,570573400000000	Lima
2986272	Masculino	Urbano	Lima	De 26 a 42	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986273	Masculino	Urbano	Lima	De 43 a más	D	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986274	Femenino	Urbano	Lima	De 26 a 42	B	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Elizabeth León por Frente de la Esperanza	0,722194300000000	Lima
2986275	Masculino	Urbano	Lima	De 43 a más	B	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986276	Masculino	Urbano	Lima	De 26 a 42	C	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986277	Femenino	Urbano	Lima	De 18 a 25	B	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,722194300000000	Lima
2986278	Femenino	Urbano	Lima	De 26 a 42	D	VILLA MARIA DEL TRIUNFO	Lima y Callao	Lima	Daniel Urresti por Podemos	0,888577500000000	Lima
2986279	Femenino	Urbano	Lima	De 43 a más	C	VILLA EL SALVADOR	Lima y Callao	Lima	Daniel Urresti por Podemos	0,844042600000000	Lima
2986280	Femenino	Urbano	Costa Norte	De 26 a 42	E	TRUJILLO	La Libertad	0	0	0,921439700000000	Norte
2986281	Femenino	Urbano	Costa Sur	De 43 a más	D	PAUCARPATA	Arequipa	0	0	1,281259500000000	Sur
2986282	Masculino	Urbano	Lima	De 26 a 42	C	SAN MARTIN DE PORRES	Lima y Callao	Lima	Rafael López Aliaga por Renovación Popular	0,844042600000000	Lima
2986285	Masculino	Urbano	Lima	De 26 a 42	C	ATE	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986286	Femenino	Urbano	Lima	De 43 a más	C	INDEPENDENCIA	Lima y Callao	Lima	No precisa	0,844042600000000	Lima
2986287	Femenino	Rural	Costa Norte	De 26 a 42	D	OLMOS	Lambayeque	0	0	0,649190100000000	Norte
2986288	Femenino	Urbano	Costa Sur	De 43 a más	B	YANAHUARA	Arequipa	0	0	0,397898100000000	Sur
2986289	Masculino	Urbano	Lima	De 26 a 42	C	INDEPENDENCIA	Lima y Callao	Lima	George Forsyth por Somos Perú	0,844042600000000	Lima
2986291	Masculino	Urbano	Costa Sur	De 43 a más	E	CERRO COLORADO	Arequipa	0	0	1,536620300000000	Sur
2986292	Femenino	Rural	Oriente	De 26 a 42	E	ARAMANGO	Amazonas	0	0	1,918359300000000	Oriente
