NOMCCPP	LONGITUDX	LATITUDY
HECTOR TEJADA	-71,21104367	-14,89255617
HECTOR TEJADA	-71,21104367	-14,89255617
HECTOR TEJADA	-71,21104367	-14,89255617
HECTOR TEJADA	-71,21104367	-14,89255617
HECTOR TEJADA	-71,21104367	-14,89255617
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22111116	-14,25335177
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
SICUANI	-71,22502696	-14,2761758
PIQUIMAYO ALTO	-72,40657833	-12,63852
PIQUIMAYO ALTO	-72,40657833	-12,63852
PIQUIMAYO ALTO	-72,40657833	-12,63852
PIQUIMAYO ALTO	-72,40657833	-12,63852
PIQUIMAYO ALTO	-72,40657833	-12,63852
LIMONPATA	-72,38932	-12,64191667
LIMONPATA	-72,38932	-12,64191667
LIMONPATA	-72,38932	-12,64191667
LIMONPATA	-72,38932	-12,64191667
LIMONPATA	-72,38932	-12,64191667
CCOCHAYOC	-72,414645	-12,65175667
CCOCHAYOC	-72,414645	-12,65175667
CCOCHAYOC	-72,414645	-12,65175667
CCOCHAYOC	-72,414645	-12,65175667
CCOCHAYOC	-72,414645	-12,65175667
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
MACAMANGO	-72,70474697	-12,85905333
ÑUCCHUYOC	-72,02953167	-13,05136667
ÑUCCHUYOC	-72,02953167	-13,05136667
ÑUCCHUYOC	-72,02953167	-13,05136667
ÑUCCHUYOC	-72,02953167	-13,05136667
ÑUCCHUYOC	-72,02953167	-13,05136667
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
QUEYUPAY	-72,00972333	-13,11185333
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
CRUZ PATA	-72,116465	-13,38219833
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
BELLAVISTA	-72,08136833	-13,479645
INGENIERO ROBLES DE RUCB	-72,05390667	-13,49033167
INGENIERO ROBLES DE RUCB	-72,05390667	-13,49033167
INGENIERO ROBLES DE RUCB	-72,05390667	-13,49033167
INGENIERO ROBLES DE RUCB	-72,05390667	-13,49033167
INGENIERO ROBLES DE RUCB	-72,05390667	-13,49033167
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
OCCOPATA	-71,9767203	-13,59621169
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
PILLCOPATA	-71,40689457	-12,91180619
AYLLUCCASA	-71,51288667	-13,663745
AYLLUCCASA	-71,51288667	-13,663745
AYLLUCCASA	-71,51288667	-13,663745
AYLLUCCASA	-71,51288667	-13,663745
AYLLUCCASA	-71,51288667	-13,663745
PAMPACANCHA	-71,51867	-13,66206667
PAMPACANCHA	-71,51867	-13,66206667
PAMPACANCHA	-71,51867	-13,66206667
PAMPACANCHA	-71,51867	-13,66206667
PAMPACANCHA	-71,51867	-13,66206667
ACOMOCCO	-71,51806667	-13,67190167
ACOMOCCO	-71,51806667	-13,67190167
ACOMOCCO	-71,51806667	-13,67190167
ACOMOCCO	-71,51806667	-13,67190167
ACOMOCCO	-71,51806667	-13,67190167
MANCORAN	-71,62086833	-13,82344833
MANCORAN	-71,62086833	-13,82344833
MANCORAN	-71,62086833	-13,82344833
MANCORAN	-71,62086833	-13,82344833
MANCORAN	-71,62086833	-13,82344833
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CANCHACANCHA	-71,60670167	-13,82009167
CCASANUMA	-71,70025333	-14,75113667
CCASANUMA	-71,70025333	-14,75113667
CCASANUMA	-71,70025333	-14,75113667
CCASANUMA	-71,70025333	-14,75113667
CCASANUMA	-71,70025333	-14,75113667
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
TOCROYO	-71,68445	-14,78038833
MAICHA	-71,72912667	-14,76419333
MAICHA	-71,72912667	-14,76419333
MAICHA	-71,72912667	-14,76419333
SAN MARTIN	-73,28472167	-13,312925
SAN MARTIN	-73,28472167	-13,312925
SAN MARTIN	-73,28472167	-13,312925
SAN MARTIN	-73,28472167	-13,312925
SAN MARTIN	-73,28472167	-13,312925
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
NARANJAL	-73,280815	-13,32852
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
VILLA VIRGEN	-73,51126626	-13,00162957
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUANCAVELICA	-74,96185678	-12,78473758
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
HUAYLACUCHO	-74,94456818	-12,79380148
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
PUEBLO LIBRE (HARINA PATA)	-74,9360494	-12,80650394
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
ASCENSION	-74,98236817	-12,78366034
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
PAMPAS	-74,87210477	-12,39709731
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57290166	-12,83811203
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
ACOBAMBA	-74,57144192	-12,8454422
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
LIRCAY	-74,72342285	-12,99563666
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
CASTILLAPATA	-74,82110387	-12,73523845
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
PUCAPAMPA	-74,80519369	-12,75988004
HUACACHI	-74,67814667	-12,07089333
HUACACHI	-74,67814667	-12,07089333
HUACACHI	-74,67814667	-12,07089333
HUACACHI	-74,67814667	-12,07089333
HUACACHI	-74,67814667	-12,07089333
MATARA	-74,64938	-12,07286167
MATARA	-74,64938	-12,07286167
MATARA	-74,64938	-12,07286167
MATARA	-74,64938	-12,07286167
MATARA	-74,64938	-12,07286167
SOCOS	-74,63447333	-12,08093167
SOCOS	-74,63447333	-12,08093167
SOCOS	-74,63447333	-12,08093167
SOCOS	-74,63447333	-12,08093167
SOCOS	-74,63447333	-12,08093167
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
SHUNAYPATA	-74,64110167	-12,117135
TANCARPATA	-74,62271833	-12,12997
TANCARPATA	-74,62271833	-12,12997
TANCARPATA	-74,62271833	-12,12997
TANCARPATA	-74,62271833	-12,12997
TANCARPATA	-74,62271833	-12,12997
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
ACOSTAMBO	-75,06195085	-12,35094636
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
MARCO PATA	-74,80603667	-12,361885
SAN FRANCISCO DE CHECCHE	-74,79831333	-12,38412667
SAN FRANCISCO DE CHECCHE	-74,79831333	-12,38412667
SAN FRANCISCO DE CHECCHE	-74,79831333	-12,38412667
SAN FRANCISCO DE CHECCHE	-74,79831333	-12,38412667
SAN FRANCISCO DE CHECCHE	-74,79831333	-12,38412667
OCCOBAMBA	-74,80066833	-12,33207
OCCOBAMBA	-74,80066833	-12,33207
OCCOBAMBA	-74,80066833	-12,33207
OCCOBAMBA	-74,80066833	-12,33207
OCCOBAMBA	-74,80066833	-12,33207
TOCCLLACURI	-74,79500167	-12,34363167
TOCCLLACURI	-74,79500167	-12,34363167
TOCCLLACURI	-74,79500167	-12,34363167
TOCCLLACURI	-74,79500167	-12,34363167
TOCCLLACURI	-74,79500167	-12,34363167
UNION CCANO	-74,79553333	-12,35814667
UNION CCANO	-74,79553333	-12,35814667
UNION CCANO	-74,79553333	-12,35814667
UNION CCANO	-74,79553333	-12,35814667
UNION CCANO	-74,79553333	-12,35814667
LOS NOGALES	-74,68439167	-12,39713833
LOS NOGALES	-74,68439167	-12,39713833
LOS NOGALES	-74,68439167	-12,39713833
LOS NOGALES	-74,68439167	-12,39713833
LOS NOGALES	-74,68439167	-12,39713833
MANZANA PATA	-74,692915	-12,39990167
MANZANA PATA	-74,692915	-12,39990167
MANZANA PATA	-74,692915	-12,39990167
MANZANA PATA	-74,692915	-12,39990167
MANZANA PATA	-74,692915	-12,39990167
NUEVA ESPERANZA	-74,68775	-12,40245833
NUEVA ESPERANZA	-74,68775	-12,40245833
NUEVA ESPERANZA	-74,68775	-12,40245833
NUEVA ESPERANZA	-74,68775	-12,40245833
NUEVA ESPERANZA	-74,68775	-12,40245833
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
PILCOS	-74,6577	-12,39728167
CHACAS	-74,67528333	-12,39583
CHACAS	-74,67528333	-12,39583
CHACAS	-74,67528333	-12,39583
CHACAS	-74,67528333	-12,39583
CHACAS	-74,67528333	-12,39583
SANTA ROSA DE OCCORO (OCORO)	-74,61381333	-12,48181333
SANTA ROSA DE OCCORO (OCORO)	-74,61381333	-12,48181333
SANTA ROSA DE OCCORO (OCORO)	-74,61381333	-12,48181333
SANTA ROSA DE OCCORO (OCORO)	-74,61381333	-12,48181333
SANTA ROSA DE OCCORO (OCORO)	-74,61381333	-12,48181333
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
CARPAPATA	-74,61753833	-12,48565833
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
PAUCARBAMBA	-74,53403867	-12,55558456
CORICANCHA	-74,54792667	-12,56315
CORICANCHA	-74,54792667	-12,56315
CORICANCHA	-74,54792667	-12,56315
CORICANCHA	-74,54792667	-12,56315
CORICANCHA	-74,54792667	-12,56315
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
PUCACCASA	-74,53894667	-12,56562333
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
TRES DE OCTUBRE	-74,58525667	-12,81766667
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
LARIA	-75,0363151	-12,56007634
VILLA HERMOSA	-74,87412167	-12,763805
VILLA HERMOSA	-74,87412167	-12,763805
VILLA HERMOSA	-74,87412167	-12,763805
VILLA HERMOSA	-74,87412167	-12,763805
VILLA HERMOSA	-74,87412167	-12,763805
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
PUCARA	-74,87067667	-12,7649
QUINUACCASA	-74,83394667	-12,90691667
QUINUACCASA	-74,83394667	-12,90691667
QUINUACCASA	-74,83394667	-12,90691667
QUINUACCASA	-74,83394667	-12,90691667
QUINUACCASA	-74,83394667	-12,90691667
ANTACANCHA CASTILLA	-74,83164	-12,90492167
ANTACANCHA CASTILLA	-74,83164	-12,90492167
ANTACANCHA CASTILLA	-74,83164	-12,90492167
ANTACANCHA CASTILLA	-74,83164	-12,90492167
ANTACANCHA CASTILLA	-74,83164	-12,90492167
HUAYLLARUMI	-74,83508	-12,92056
HUAYLLARUMI	-74,83508	-12,92056
HUAYLLARUMI	-74,83508	-12,92056
HUAYLLARUMI	-74,83508	-12,92056
HUAYLLARUMI	-74,83508	-12,92056
SAN MIGUEL DE PUCACCOCHA	-74,91251167	-12,68903
SAN MIGUEL DE PUCACCOCHA	-74,91251167	-12,68903
SAN MIGUEL DE PUCACCOCHA	-74,91251167	-12,68903
SAN MIGUEL DE PUCACCOCHA	-74,91251167	-12,68903
SAN MIGUEL DE PUCACCOCHA	-74,91251167	-12,68903
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
CCATUNPAMPA	-74,909365	-12,699975
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
HUANDO	-74,95007618	-12,56735705
VIZCAPATA	-74,95945833	-12,59123667
VIZCAPATA	-74,95945833	-12,59123667
VIZCAPATA	-74,95945833	-12,59123667
VIZCAPATA	-74,95945833	-12,59123667
VIZCAPATA	-74,95945833	-12,59123667
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
PROGRESO	-74,94802	-12,58363
MUQUE	-74,99509833	-12,554125
MUQUE	-74,99509833	-12,554125
MUQUE	-74,99509833	-12,554125
MUQUE	-74,99509833	-12,554125
MUQUE	-74,99509833	-12,554125
PAMPALANYA	-74,998245	-12,59532
PAMPALANYA	-74,998245	-12,59532
PAMPALANYA	-74,998245	-12,59532
PAMPALANYA	-74,998245	-12,59532
PAMPALANYA	-74,998245	-12,59532
PAMPALANYA	-74,998245	-12,59532
ALTO PERU	-74,998725	-12,605425
ALTO PERU	-74,998725	-12,605425
ALTO PERU	-74,998725	-12,605425
ALTO PERU	-74,998725	-12,605425
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
CASTROVIRREYNA	-75,3191922	-13,28617067
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
RUMICHACA	-74,74623363	-13,0102582
LAS PALMAS	-74,74599388	-13,00085637
LAS PALMAS	-74,74599388	-13,00085637
LAS PALMAS	-74,74599388	-13,00085637
LAS PALMAS	-74,74599388	-13,00085637
LAS PALMAS	-74,74599388	-13,00085637
BUENOS AIRES PARCO	-74,67958667	-12,85464667
BUENOS AIRES PARCO	-74,67958667	-12,85464667
BUENOS AIRES PARCO	-74,67958667	-12,85464667
