AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODPERSO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,T211,TICUEST01,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,FACPOB
2024,04,019294,145,11,200701,1,3,04,20240192941451104,5,1,3,1,2, ,2,5, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,1759.47999272475
2024,04,019294,145,11,200701,1,3,05,20240192941451105,3,2,1,1,2, ,2,24, ,5, , , ,5,5,5, , , , ,2, , , , , , ,1688.06733843905
2024,04,019294,145,11,200701,1,3,06,20240192941451106,5,2,3,1,2, ,1,0,2, , , , ,0,6,0, , , , ,2, , , , , , ,1772.40168564503
2024,04,019294,170,11,200701,1,3,01,20240192941701101,1,1,1,1,2, ,1,54, ,5, , , ,1,1,1, , , , ,2, , , , , , ,1458.68761040725
2024,04,019294,170,11,200701,1,3,02,20240192941701102,3,1,3,1,2, ,2,20, ,6, , , ,2,2,2, , , , ,2, , , , , , ,1688.06733843905
2024,04,019294,170,11,200701,1,3,03,20240192941701103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1688.06733843905
2024,04,019309,021,11,200603,1,4,01,20240193090211101,1,0,1,1,2, ,2,65, ,6, , , ,1,1,1, , , , ,2, , , , , , ,894.191700453023
2024,04,019309,068,11,200603,1,4,01,20240193090681101,1,1,1,1,2, ,1,77, ,2, , , ,1,1,1, , , , ,2, , , , , , ,933.912483638191
2024,04,019309,068,11,200603,1,4,02,20240193090681102,2,1,2,1,2, ,2,78, ,2, , , ,2,2,2, , , , ,2, , , , , , ,894.191700453023
2024,04,019309,068,11,200603,1,4,03,20240193090681103,3,0,1,1,2, ,1,50, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1341.65637925313
2024,04,019309,092,11,200603,1,4,01,20240193090921101,1,0,1,1,2, ,2,55, ,6, , , ,1,1,1, , , , ,2, , , , , , ,1207.57787724983
2024,04,019309,092,11,200603,1,4,02,20240193090921102,11,0,1,1,2, ,1,65, ,6, , , ,2,2,2, , , , ,2, , , , , , ,933.912483638191
2024,04,019309,116,11,200603,1,4,01,20240193091161101,1,1,1,1,2, ,1,47, ,2, , , ,1,1,1, , , , ,2, , , , , , ,1341.65637925313
2024,04,019309,116,11,200603,1,4,02,20240193091161102,2,1,2,1,2, ,2,48, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1207.57787724983
2024,04,019309,116,11,200603,1,4,03,20240193091161103,3,1,3,1,2, ,2,17, ,6,2,8, ,3,3,3, , , ,8,2, , , , , , ,1552.63285782847
2024,04,019309,116,11,200603,1,4,04,20240193091161104,3,1,3,1,2, ,1,13, ,6,2,9, ,4,4,0, , , ,9,2, , , , , , ,1630.20101849
2024,04,019309,116,11,200603,1,4,05,20240193091161105,3,1,3,1,2, ,1,9, , ,2,9, ,5,5,0, , , ,9,2, , , , , , ,1630.20101849
2024,04,019309,116,11,200603,1,4,06,20240193091161106,3,0,1,1,2, ,2,20, ,5, , , ,6,6,6, , , , ,2, , , , , , ,1552.63285782847
2024,04,019309,116,11,200603,1,4,07,20240193091161107,6,0,1,1,2, ,1,75, ,3, , , ,7,7,7, , , , ,2, , , , , , ,933.912483638191
2024,04,019309,139,11,200603,1,4,01,20240193091391101,1,0,1,1,2, ,1,18, ,6, , , ,1,1,1, , , , ,2, , , , , , ,1576.5342502609
2024,04,019309,163,11,200603,1,4,01,20240193091631101,1,1,1,1,2, ,1,60, ,2, , , ,1,1,1, , , , ,2, , , , , , ,1341.65637925313
2024,04,019309,163,11,200603,1,4,02,20240193091631102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1207.57787724983
2024,04,019309,163,11,200603,1,4,03,20240193091631103,3,2,1,1,2, ,1,30, ,2, , , ,3,3,3, , , , ,2, , , , , , ,1914.15000426697
2024,04,019309,163,11,200603,1,4,04,20240193091631104,4,2,2,1,2, ,2,20, ,2, , , ,4,4,4, , , , ,2, , , , , , ,1552.63285782847
2024,04,019309,163,11,200603,1,4,05,20240193091631105,5,2,3,1,2, ,1,0,6, , , , ,0,5,0, , , , ,2, , , , , , ,1630.20101849
2024,04,019323,006,11,200601,1,2,01,20240193230061101,1,1,1,1,2, ,1,54, ,1, , , ,1,1,1, , , , ,2, , , , , , ,1341.65637925313
2024,04,019323,006,11,200601,1,2,02,20240193230061102,2,1,2,1,2, ,2,51, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1207.57787724983
2024,04,019323,006,11,200601,1,2,03,20240193230061103,3,1,3,1,2, ,2,11, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,1618.31603940774
2024,04,019323,006,11,200601,1,2,04,20240193230061104,3,1,3,1,2, ,2,10, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,1618.31603940774
2024,04,019323,020,11,200601,1,2,01,20240193230201101,1,1,1,1,2, ,2,50, ,1, , , ,1,1,1, , , , ,2, , , , , , ,1207.57787724983
2024,04,019323,020,11,200601,1,2,02,20240193230201102,2,1,2,1,2, ,1,52, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1341.65637925313
2024,04,019323,020,11,200601,1,2,03,20240193230201103,3,1,3,1,2, ,2,9, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,1618.31603940774
2024,04,019323,034,11,200601,1,2,01,20240193230341101,1,1,1,1,2, ,1,24, ,2, , , ,1,1,1, , , , ,2, , , , , , ,1576.5342502609
2024,04,019323,034,11,200601,1,2,02,20240193230341102,2,1,2,1,2, ,2,20, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1552.63285782847
2024,04,019323,034,11,200601,1,2,03,20240193230341103,3,1,3,1,2, ,1,3, , , , , ,3,3,0, , , , ,2, , , , , , ,1630.20101849
2024,04,019323,046,11,200601,1,2,01,20240193230461101,1,0,1,1,2, ,1,50, ,5, , , ,1,1,1, , , , ,2, , , , , , ,1341.65637925313
2024,04,019323,046,11,200601,1,2,02,20240193230461102,7,1,1,1,2, ,2,19, ,5, , , ,2,2,2, , , , ,2, , , , , , ,1552.63285782847
2024,04,019323,046,11,200601,1,2,03,20240193230461103,7,1,3,1,2, ,2,2, , , , , ,0,3,0, , , , ,2, , , , , , ,1618.31603940774
2024,04,019323,046,11,200601,1,2,04,20240193230461104,10,0,1,2, ,2,1,16, ,1,2,6,48,0,0,0, , , ,6,2,541,5141,9302,9602,1,1,1576.5342502609
2024,04,019323,087,11,200601,1,2,01,20240193230871101,1,1,1,1,2, ,1,35, ,1, , , ,1,1,1, , , , ,2, , , , , , ,1914.15000426697
2024,04,019323,087,11,200601,1,2,02,20240193230871102,2,1,2,1,2, ,2,47, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1207.57787724983
2024,04,019323,087,11,200601,1,2,03,20240193230871103,3,1,3,1,2, ,1,22, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1576.5342502609
2024,04,019323,087,11,200601,1,2,04,20240193230871104,3,0,1,2, ,2,1,21, ,6, , , ,0,0,0, , , , ,2, , , , , , ,1576.5342502609
2024,04,019323,099,11,200601,1,2,01,20240193230991101,1,1,1,1,2, ,1,47, ,1, , , ,1,1,1, , , , ,2, , , , , , ,1341.65637925313
2024,04,019323,099,11,200601,1,2,02,20240193230991102,2,1,2,1,2, ,2,42, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1567.86370610814
2024,04,019323,099,11,200601,1,2,03,20240193230991103,3,1,3,1,2, ,1,20, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1576.5342502609
2024,04,019323,099,11,200601,1,2,04,20240193230991104,3,1,3,1,2, ,1,15, ,6,2,9, ,4,4,4, , , ,9,2, , , , , , ,1576.5342502609
2024,04,019323,099,11,200601,1,2,05,20240193230991105,3,1,3,1,2, ,2,12, ,6,2,9, ,5,5,0, , , ,9,2, , , , , , ,1618.31603940774
2024,04,019336,006,11,200110,1,4,01,20200193360061101,1,1,1,1,2, ,1,56, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1341.65637925313
2024,04,019336,006,11,200110,1,4,02,20200193360061102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,1207.57787724983
2024,04,019336,006,11,200110,1,4,03,20200193360061103,3,1,3,1,2, ,2,26, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1567.86370610814
2024,04,019336,006,11,200110,1,4,04,20200193360061104,3,1,3,1,2, ,2,16, ,6,2,4,9,4,4,4,4,0, ,4,2,971,9211,122,146,1,0,1552.63285782847
2024,04,019336,006,11,200110,1,4,05,20200193360061105,3,1,3,1,2, ,2,14, ,6,2,4,9,5,5,5,5,0, ,4,2,971,9211,122,146,1,0,1552.63285782847
2024,04,019336,006,11,200110,1,4,06,20200193360061106,3,1,3,1,2, ,2,11, , ,2,4,9,6,6,0,6,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,022,11,200110,1,4,01,20240193360221101,1,1,1,1,2, ,1,37, ,1, , , ,1,1,1, ,1, , ,2, , , , , , ,1914.15000426697
2024,04,019336,022,11,200110,1,4,02,20240193360221102,2,1,2,1,2, ,2,34, ,1, , , ,2,2,2, ,1, , ,2, , , , , , ,1567.86370610814
2024,04,019336,022,11,200110,1,4,03,20200193360221103,3,1,3,1,2, ,2,16, ,6,2,4,7,3,3,3,3,0, ,4,2,971,9211,122,146,1,0,1552.63285782847
2024,04,019336,022,11,200110,1,4,04,20200193360221104,3,1,3,1,2, ,2,11, , ,2,4,7,4,4,0,4,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,022,11,200110,1,4,05,20200193360221105,3,1,3,1,2, ,1,4, , , , , ,5,5,0,5,0, , ,2, , , , , , ,1630.20101849
2024,04,019336,027,11,200110,1,4,01,20200193360271101,1,1,1,1,2, ,1,67, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,933.912483638191
2024,04,019336,027,11,200110,1,4,02,20200193360271102,2,1,2,1,2, ,2,67, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,894.191700453023
2024,04,019336,027,11,200110,1,4,03,20230193360271103,3,1,3,1,2, ,1,24, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1576.5342502609
2024,04,019336,027,11,200110,1,4,04,20200193360271106,3,2,1,1,2, ,2,35, ,5, , , ,4,4,4,4,0, , ,2, , , , , , ,1567.86370610814
2024,04,019336,027,11,200110,1,4,05,20200193360271107,5,2,3,1,2, ,2,5, , ,2,9, ,5,5,0,5,0, ,9,2, , , , , , ,1618.31603940774
2024,04,019336,027,11,200110,1,4,06,20200193360271104,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,019336,027,11,200110,1,4,07,20200193360271105,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,019336,030,11,200110,1,4,01,20200193360301101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,1914.15000426697
2024,04,019336,030,11,200110,1,4,02,20200193360301102,2,1,2,1,2, ,2,27, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,1567.86370610814
2024,04,019336,030,11,200110,1,4,03,20200193360301103,3,1,3,1,2, ,2,11, , ,2,4,7,3,3,0,3,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,030,11,200110,1,4,04,20200193360301104,3,1,3,1,2, ,2,7, , ,2,9, ,4,4,0,4,0, ,9,2, , , , , , ,1618.31603940774
2024,04,019336,030,11,200110,1,4,05,20200193360301105,3,1,3,1,2, ,2,5, , ,2,9, ,5,5,0,5,0, ,9,2, , , , , , ,1618.31603940774
2024,04,019336,034,11,200110,1,4,01,20200193360341101,1,1,1,1,2, ,1,36, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,1914.15000426697
2024,04,019336,034,11,200110,1,4,02,20200193360341102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,1567.86370610814
2024,04,019336,034,11,200110,1,4,03,20200193360341103,3,1,3,1,2, ,2,13, ,6,2,4,3,3,3,0,3,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,034,11,200110,1,4,04,20200193360341104,3,1,3,1,2, ,2,9, , ,2,4,4,4,4,0,4,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,034,11,200110,1,4,05,20200193360341105,3,1,3,1,2, ,1,7, , ,2,4,1,5,5,0,5,0, ,4,2,971,9211,122,146,1,1,1630.20101849
2024,04,019336,103,11,200110,1,4,01,20200193361031102,1,1,1,1,2, ,2,41, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1567.86370610814
2024,04,019336,103,11,200110,1,4,02,20200193361031101,2,1,2,1,2, ,1,39, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,1914.15000426697
2024,04,019336,103,11,200110,1,4,03,20200193361031103,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1576.5342502609
2024,04,019336,103,11,200110,1,4,04,20200193361031104,3,1,3,1,2, ,2,16, ,6,2,4,22,4,4,4,4,0, ,4,2,971,9211,122,146,1,0,1552.63285782847
2024,04,019336,103,11,200110,1,4,05,20200193361031105,3,1,3,1,2, ,2,13, ,6,2,4,22,5,5,0,5,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,103,11,200110,1,4,06,20200193361031106,3,1,3,1,2, ,2,6, , ,2,4,9,6,6,0,6,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,103,11,200110,1,4,07,20200193361031107,3,1,3,1,2, ,2,6, , ,2,4,9,7,7,0,7,0, ,4,2,971,9211,122,146,1,1,1618.31603940774
2024,04,019336,103,11,200110,1,4,08,20230193361031108,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,019347,010,11,200401,1,3,01,20210193470101101,1,1,1,1,2, ,2,27, ,6, , , ,1,1,1,1,0, , ,2, , , , , , ,1704.62675709878
2024,04,019347,010,11,200401,1,3,02,20210193470101102,3,1,3,1,2, ,1,8, , ,2,9, ,2,2,0,2,0, ,9,2, , , , , , ,1772.40168564503
2024,04,019347,010,11,200401,1,3,03,20220193470101103,3,1,3,1,2, ,1,2, , , , , ,0,3,0,3,0, , ,2, , , , , , ,1772.40168564503
2024,04,019347,030,11,200401,1,3,01,20210193470301101,1,1,1,1,2, ,2,43, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,1704.62675709878
2024,04,019347,030,11,200401,1,3,02,20220193470301102,2,1,2,1,2, ,1,46, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,1458.68761040725
2024,04,019347,030,11,200401,1,3,03,20210193470301102,3,1,3,1,2, ,1,24, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1714.05362341619
2024,04,019347,030,11,200401,1,3,04,20210193470301103,3,1,3,1,2, ,2,18, ,6, , , ,4,4,4,4,0, , ,2, , , , , , ,1688.06733843905
2024,04,019347,030,11,200401,1,3,05,20210193470301104,3,1,3,1,2, ,1,11, , ,2,9, ,5,5,0,5,0, ,9,2, , , , , , ,1772.40168564503
2024,04,019347,050,11,200401,1,3,01,20210193470501101,1,1,1,1,2, ,2,69, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,972.191072878082
2024,04,019347,050,11,200401,1,3,02,20210193470501102,2,1,2,1,2, ,1,79, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,1015.37665690976
2024,04,019347,050,11,200401,1,3,03,20210193470501103,3,0,1,1,1, ,1,28, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,2081.11923355483
2024,04,019347,050,11,200401,1,3,04,20210193470501104,3,0,1,1,2, ,1,15, ,6,2,9, ,4,4,4,4,0, ,9,2, , , , , , ,1714.05362341619
2024,04,019347,090,11,200401,1,3,01,20210193470901101,1,1,1,1,2, ,1,86, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1015.37665690976
2024,04,019347,090,11,200401,1,3,02,20210193470901102,2,1,2,1,2, ,2,66, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,972.191072878082
2024,04,019347,090,11,200401,1,3,03,20210193470901103,3,1,3,1,2, ,1,31, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,2081.11923355483
2024,04,019347,111,11,200401,1,3,01,20210193471111101,1,0,1,1,2, ,1,61, ,6, , , ,1,1,1,1,0, , ,2, , , , , , ,1458.68761040725
2024,04,019347,131,11,200401,1,3,01,20210193471311101,1,1,1,1,2, ,2,51, ,6, , , ,1,1,1,1,0, , ,2, , , , , , ,1312.91358606054
2024,04,019347,131,11,200401,1,3,02,20210193471311102,3,1,3,1,2, ,2,14, ,6,2,9, ,2,2,2,2,0, ,9,2, , , , , , ,1688.06733843905
2024,04,019356,020,11,200603,1,4,01,20220193560201101,1,1,1,1,2, ,1,29, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,1914.15000426697
2024,04,019356,020,11,200603,1,4,02,20220193560201102,2,1,2,1,2, ,2,31, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,1567.86370610814
2024,04,019356,020,11,200603,1,4,03,20220193560201103,3,1,3,1,2, ,1,10, , ,2,9, ,3,3,0,3,0, ,9,2, , , , , , ,1630.20101849
2024,04,019356,020,11,200603,1,4,04,20220193560201104,3,1,3,1,2, ,2,5, , ,2,9, ,4,4,0,4,0, ,9,2, , , , , , ,1618.31603940774
2024,04,019356,020,11,200603,1,4,05,20220193560201105,3,1,3,1,2, ,2,2, , , , , ,0,5,0,5,0, , ,2, , , , , , ,1618.31603940774
2024,04,019356,043,11,200603,1,4,01,20220193560431101,1,1,1,1,2, ,1,50, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1341.65637925313
2024,04,019356,043,11,200603,1,4,02,20220193560431102,2,1,2,1,2, ,2,48, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,1207.57787724983
2024,04,019356,043,11,200603,1,4,03,20220193560431104,3,1,3,1,2, ,2,20, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1552.63285782847
2024,04,019356,043,11,200603,1,4,04,20220193560431105,3,1,3,1,2, ,1,13, ,6,2,9, ,4,4,0,4,0, ,9,2, , , , , , ,1630.20101849
2024,04,019356,063,11,200603,1,4,01,20220193560631101,1,1,1,1,2, ,1,39, ,2, , , ,1,1,1,2,0, , ,2, , , , , , ,1914.15000426697
2024,04,019356,063,11,200603,1,4,02,20220193560631102,2,1,2,1,2, ,2,40, ,2, , , ,2,2,2,1,0, , ,2, , , , , , ,1567.86370610814
2024,04,019356,063,11,200603,1,4,03,20220193560631103,3,1,3,1,2, ,2,7, , ,2,9, ,3,3,0,3,0, ,9,2, , , , , , ,1618.31603940774
2024,04,019356,063,11,200603,1,4,04,20230193560631104,3,1,3,1,2, ,2,1, , , , , ,0,4,0,4,0, , ,2, , , , , , ,1618.31603940774
2024,04,019356,086,11,200603,1,4,01,20220193560861101,1,1,1,1,2, ,1,62, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1341.65637925313
2024,04,019356,086,11,200603,1,4,02,20220193560861102,2,1,2,1,2, ,2,53, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,1207.57787724983
2024,04,019356,130,11,200603,1,4,01,20220193561301101,1,0,1,1,2, ,2,34, ,6, , , ,1,1,1,1,0, , ,2, , , , , , ,1567.86370610814
2024,04,019356,152,11,200603,1,4,01,20220193561521101,1,1,1,1,2, ,1,58, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,1341.65637925313
2024,04,019356,152,11,200603,1,4,02,20220193561521102,2,1,2,1,2, ,2,56, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,1207.57787724983
2024,04,019379,014,11,200601,1,2,01,20240193790141101,1,1,1,1,2, ,1,58, ,2, , , ,1,1,1, , , , ,2, , , , , , ,1458.68761040725
2024,04,019379,014,11,200601,1,2,02,20240193790141102,2,1,2,1,2, ,2,60, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1312.91358606054
2024,04,019379,014,11,200601,1,2,03,20240193790141103,3,0,1,1,2, ,1,37, ,5, , , ,3,3,3, , , , ,2, , , , , , ,2081.11923355483
2024,04,019379,014,11,200601,1,2,04,20240193790141104,3,2,1,1,2, ,1,32, ,1, , , ,4,4,4, , , , ,2, , , , , , ,2081.11923355483
2024,04,019379,014,11,200601,1,2,05,20240193790141105,4,2,2,1,2, ,2,18, ,1, , , ,5,5,5, , , , ,2, , , , , , ,1688.06733843905
2024,04,019379,032,11,200601,1,2,01,20240193790321101,1,1,1,1,2, ,1,49, ,1, , , ,1,1,1, , , , ,2, , , , , , ,1458.68761040725
2024,04,019379,032,11,200601,1,2,02,20240193790321102,2,1,2,1,2, ,2,47, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1312.91358606054
2024,04,019379,032,11,200601,1,2,03,20240193790321103,3,1,3,1,2, ,1,22, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1714.05362341619
2024,04,019379,032,11,200601,1,2,04,20240193790321104,3,1,3,1,2, ,2,17, ,6,2,9, ,4,4,4, , , ,9,2, , , , , , ,1688.06733843905
2024,04,019379,032,11,200601,1,2,05,20240193790321105,3,1,3,1,2, ,2,14, ,6,2,9, ,5,5,5, , , ,9,2, , , , , , ,1688.06733843905
2024,04,019379,032,11,200601,1,2,06,20240193790321106,3,1,3,1,2, ,2,5, , ,2,9, ,6,6,0, , , ,9,2, , , , , , ,1759.47999272475
2024,04,019379,069,11,200601,1,2,01,20240193790691101,1,0,1,1,2, ,2,42, ,5, , , ,1,1,1, , , , ,2, , , , , , ,1704.62675709878
2024,04,019379,069,11,200601,1,2,02,20240193790691102,3,1,2,1,2, ,2,24, ,1, , , ,2,2,2, , , , ,2, , , , , , ,1688.06733843905
2024,04,019379,069,11,200601,1,2,03,20240193790691103,4,1,1,1,2, ,1,29, ,1, , , ,3,3,3, , , , ,2, , , , , , ,2081.11923355483
2024,04,019379,069,11,200601,1,2,04,20240193790691104,5,1,3,1,2, ,1,5, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,1772.40168564503
2024,04,019379,069,11,200601,1,2,05,20240193790691105,5,1,3,1,2, ,1,1, , , , , ,0,5,0, , , , ,2, , , , , , ,1772.40168564503
2024,04,019379,069,11,200601,1,2,06,20240193790691106,11,0,1,1,2, ,1,48, ,6, , , ,6,6,6, , , , ,2, , , , , , ,1458.68761040725
2024,04,019379,087,11,200601,1,2,01,20240193790871101,1,1,1,1,2, ,1,37, ,2, , , ,1,1,1, , , , ,2, , , , , , ,2081.11923355483
2024,04,019379,087,11,200601,1,2,02,20240193790871102,2,1,2,1,2, ,2,37, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1704.62675709878
2024,04,019379,087,11,200601,1,2,03,20240193790871103,3,1,3,1,2, ,2,13, ,6,2,9, ,3,3,0, , , ,9,2, , , , , , ,1759.47999272475
2024,04,019379,105,11,200601,1,2,01,20240193791051101,1,1,1,1,2, ,2,50, ,5, , , ,1,1,1, , , , ,2, , , , , , ,1312.91358606054
2024,04,019379,105,11,200601,1,2,02,20240193791051102,3,1,3,1,2, ,2,23, ,6, , , ,2,2,2, , , , ,2, , , , , , ,1688.06733843905
2024,04,019379,105,11,200601,1,2,03,20240193791051103,3,1,3,1,2, ,2,12, ,6,2,9, ,3,3,0, , , ,9,2, , , , , , ,1759.47999272475
2024,04,019379,105,11,200601,1,2,04,20240193791051104,3,1,3,1,2, ,1,9, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,1772.40168564503
2024,04,019379,105,11,200601,1,2,05,20240193791051105,3,2,1,1,2, ,2,28, ,5, , , ,5,5,5, , , , ,2, , , , , , ,1704.62675709878
2024,04,019379,105,11,200601,1,2,06,20240193791051106,5,2,3,1,2, ,1,9, , ,2,9, ,6,6,0, , , ,9,2, , , , , , ,1772.40168564503
2024,04,019379,105,11,200601,1,2,07,20240193791051107,5,2,3,1,2, ,1,3, , , , , ,7,7,0, , , , ,2, , , , , , ,1772.40168564503
2024,04,019379,105,11,200601,1,2,08,20240193791051108,5,2,3,1,2, ,1,1, , , , , ,0,8,0, , , , ,2, , , , , , ,1772.40168564503
2024,04,019379,123,11,200601,1,2,01,20240193791231101,1,1,1,1,2, ,1,53, ,2, , , ,1,1,1, , , , ,2, , , , , , ,1458.68761040725
2024,04,019379,123,11,200601,1,2,02,20240193791231102,2,1,2,1,2, ,2,53, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1312.91358606054
2024,04,019379,123,11,200601,1,2,03,20240193791231103,3,1,3,1,2, ,1,24, ,6, , , ,3,3,3, , , , ,2, , , , , , ,1714.05362341619
2024,04,019379,123,11,200601,1,2,04,20240193791231104,3,1,3,1,2, ,1,19, ,6, , , ,4,4,4, , , , ,2, , , , , , ,1714.05362341619
2024,04,019379,123,11,200601,1,2,05,20240193791231105,3,1,3,1,2, ,1,9, , ,2,9, ,5,5,0, , , ,9,2, , , , , , ,1772.40168564503
2024,04,019408,087,11,200409,1,7,01,20210194080871105,1,0,1,1,2, ,2,78, ,3, , , ,1,1,1,1,0, , ,2, , , , , , ,472.909933772381
2024,04,019408,087,11,200409,1,7,02,20200194080871101,3,1,1,1,2, ,1,56, ,3, , , ,2,2,2,2,0, , ,2, , , , , , ,709.559962518598
2024,04,019408,087,11,200409,1,7,03,20200194080871102,5,1,3,1,2, ,1,27, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,1012.33387794774
2024,04,019408,087,11,200409,1,7,04,20210194080871103,5,1,3,1,2, ,1,25, ,6, , , ,4,4,4,4,0, , ,2, , , , , , ,1012.33387794774
2024,04,019408,087,11,200409,1,7,05,20200194080871104,7,0,1,1,2, ,1,8, , ,1, ,7,5,5,0,5,0, , ,2,971,9211,122,145,1,1,862.162168692902
2024,04,019408,097,11,200409,1,7,01,20200194080971101,1,1,1,1,2, ,1,48, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,709.559962518598
2024,04,019408,097,11,200409,1,7,02,20200194080971102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,638.650049721875
2024,04,019408,158,11,200409,1,7,01,20200194081581101,1,1,1,1,2, ,1,57, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,709.559962518598
2024,04,019408,158,11,200409,1,7,02,20200194081581102,2,1,2,1,2, ,2,45, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,638.650049721875
2024,04,019408,158,11,200409,1,7,03,20200194081581104,3,1,3,1,1, ,2,18, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,821.13880233566
2024,04,019408,158,11,200409,1,7,04,20200194081581105,3,1,3,1,2, ,2,16, ,6,1, ,14,4,4,4,4,0, , ,2,971,9211,121,141,1,0,821.13880233566
2024,04,019408,158,11,200409,1,7,05,20230194081581105,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,019408,159,11,200409,1,7,01,20200194081591101,1,1,1,1,2, ,1,65, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,493.917009700248
2024,04,019408,159,11,200409,1,7,02,20200194081591102,2,1,2,1,2, ,2,60, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,638.650049721875
2024,04,019408,196,11,200409,1,7,01,20200194081961101,1,1,1,1,2, ,1,52, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,709.559962518598
2024,04,019408,196,11,200409,1,7,02,20200194081961102,2,1,2,1,2, ,2,49, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,638.650049721875
