AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,CODPERSO,P201P,P203,P203A,P203B,P204,P205,P206,P207,P208A,P208B,P209,P210,P211A,P211D,P212,P213,P214,P215,P216,P217,T211,TICUEST01,OCUPAC_R3,OCUPAC_R4,RAMA_R3,RAMA_R4,CODTAREA,CODTIEMPO,FACPOB
2024,04,015001,003,11,010101,4,4,01,20240150010031101,1,1,1,1,2, ,1,39, ,1, , , ,1,1,1, , , , ,2, , , , , , ,351.016051077348
2024,04,015001,003,11,010101,4,4,02,20240150010031102,2,1,2,1,2, ,2,38, ,1, , , ,2,2,2, , , , ,2, , , , , , ,287.514210233661
2024,04,015001,003,11,010101,4,4,03,20240150010031103,3,1,3,1,2, ,2,7, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,296.766138642085
2024,04,015001,024,11,010101,4,4,01,20240150010241101,1,1,1,1,2, ,2,49, ,3, , , ,1,1,1, , , , ,2, , , , , , ,221.445141130896
2024,04,015001,024,11,010101,4,4,02,20240150010241102,3,1,3,1,2, ,1,10, , ,2,9, ,2,2,0, , , ,9,2, , , , , , ,298.945601283618
2024,04,015001,024,11,010101,4,4,03,20240150010241103,3,0,1,2, ,2,2,24, ,6, , , ,0,0,0, , , , ,2, , , , , , ,284.721183456359
2024,04,015001,065,11,010101,4,4,01,20240150010651101,1,1,1,1,2, ,1,42, ,1, , , ,1,1,1, , , , ,2, , , , , , ,351.016051077348
2024,04,015001,065,11,010101,4,4,02,20240150010651102,2,1,2,1,2, ,2,37, ,1, , , ,2,2,2, , , , ,2, , , , , , ,287.514210233661
2024,04,015001,065,11,010101,4,4,03,20240150010651103,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3, , , , ,2, , , , , , ,289.104211102145
2024,04,015001,065,11,010101,4,4,04,20240150010651104,3,1,3,1,2, ,2,13, ,6,1, ,20,4,4,0, , , , ,2,571,5211,5139,4649,1,1,296.766138642085
2024,04,015001,085,11,010101,4,4,01,20240150010851101,1,1,1,1,2, ,1,56, ,1, , , ,1,1,1, , , , ,2, , , , , , ,246.032402423192
2024,04,015001,085,11,010101,4,4,02,20240150010851102,2,1,2,1,2, ,2,59, ,1, , , ,2,2,2, , , , ,2, , , , , , ,221.445141130896
2024,04,015001,085,11,010101,4,4,03,20240150010851103,3,1,3,1,2, ,2,21, ,6, , , ,3,3,3, , , , ,2, , , , , , ,284.721183456359
2024,04,015001,085,11,010101,4,4,04,20240150010851104,10,0,1,2, ,2,1,10, , ,2,9, ,0,0,0, , , ,9,2, , , , , , ,298.945601283618
2024,04,015001,126,11,010101,4,4,01,20240150011261101,1,1,1,1,1, ,2,58, ,1, , , ,1,1,1, , , , ,2, , , , , , ,221.445141130896
2024,04,015001,126,11,010101,4,4,02,20240150011261102,2,1,2,1,2, ,1,67, ,1, , , ,2,2,2, , , , ,2, , , , , , ,171.260492295668
2024,04,015001,126,11,010101,4,4,03,20240150011261103,3,2,1,1,2, ,2,35, ,1, , , ,3,3,3, , , , ,2, , , , , , ,287.514210233661
2024,04,015001,126,11,010101,4,4,04,20240150011261104,4,2,2,1,2, ,1,32, ,1, , , ,4,4,4, , , , ,2, , , , , , ,351.016051077348
2024,04,015001,126,11,010101,4,4,05,20240150011261105,5,2,3,1,2, ,2,18, ,6, , , ,5,5,5, , , , ,2, , , , , , ,284.721183456359
2024,04,015001,126,11,010101,4,4,06,20240150011261106,5,2,3,1,2, ,2,1, , , , , ,0,6,0, , , , ,2, , , , , , ,296.766138642085
2024,04,015001,126,11,010101,4,4,07,20240150011261107,3,3,1,1,2, ,2,25, ,6, , , ,7,7,7, , , , ,2, , , , , , ,287.514210233661
2024,04,015001,126,11,010101,4,4,08,20240150011261108,5,3,3,1,2, ,1,4, , , , , ,8,8,0, , , , ,2, , , , , , ,298.945601283618
2024,04,015001,126,11,010101,4,4,09,20240150011261109,3,4,1,1,2, ,2,22, ,6, , , ,9,9,9, , , , ,2, , , , , , ,284.721183456359
2024,04,015001,126,11,010101,4,4,10,20240150011261110,5,4,3,1,2, ,2,2, , , , , ,0,10,0, , , , ,2, , , , , , ,296.766138642085
2024,04,015001,163,11,010101,4,4,01,20240150011631101,1,1,1,1,2, ,1,31, ,1, , , ,1,1,1, , , , ,2, , , , , , ,351.016051077348
2024,04,015001,163,11,010101,4,4,02,20240150011631102,2,1,2,1,2, ,2,30, ,1, , , ,2,2,2, , , , ,2, , , , , , ,287.514210233661
2024,04,015007,011,11,010101,4,4,01,20240150070111101,1,1,1,1,2, ,2,67, ,5, , , ,1,1,1, , , , ,2, , , , , , ,183.267865450647
2024,04,015007,011,11,010101,4,4,02,20240150070111102,3,1,3,1,2, ,1,35, ,6, , , ,2,2,2, , , , ,2, , , , , , ,392.312057086448
2024,04,015007,011,11,010101,4,4,03,20240150070111103,3,2,1,1,2, ,2,30, ,6, , , ,3,3,3, , , , ,2, , , , , , ,321.339411437621
2024,04,015007,011,11,010101,4,4,04,20240150070111104,5,2,3,1,2, ,1,10, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,334.115672022868
2024,04,015007,044,11,010101,4,4,01,20240150070441101,1,1,1,1,2, ,2,53, ,2, , , ,1,1,1, , , , ,2, , , , , , ,247.497510675707
2024,04,015007,044,11,010101,4,4,02,20240150070441102,2,1,2,1,2, ,1,51, ,2, , , ,2,2,2, , , , ,2, , , , , , ,274.977390943568
2024,04,015007,044,11,010101,4,4,03,20240150070441103,3,1,3,1,2, ,2,30, ,6, , , ,3,3,3, , , , ,2, , , , , , ,321.339411437621
2024,04,015007,044,11,010101,4,4,04,20240150070441104,3,1,3,1,1, ,1,20, ,6, , , ,4,4,4, , , , ,2, , , , , , ,323.116471231809
2024,04,015007,044,11,010101,4,4,05,20240150070441105,6,0,1,1,2, ,2,90, ,3, , , ,5,5,5, , , , ,2, , , , , , ,183.267865450647
2024,04,015007,054,11,010101,4,4,01,20240150070541101,1,0,1,1,2, ,2,75, ,3, , , ,1,1,1, , , , ,2, , , , , , ,183.267865450647
2024,04,015007,063,11,010101,4,4,01,20240150070631101,1,1,1,1,2, ,1,65, ,2, , , ,1,1,1, , , , ,2, , , , , , ,191.408785506923
2024,04,015007,063,11,010101,4,4,02,20240150070631102,2,1,2,1,2, ,2,71, ,2, , , ,2,2,2, , , , ,2, , , , , , ,183.267865450647
2024,04,015007,063,11,010101,4,4,03,20240150070631103,3,1,3,1,2, ,2,38, ,6, , , ,3,3,3, , , , ,2, , , , , , ,321.339411437621
2024,04,015007,063,11,010101,4,4,04,20240150070631104,5,0,1,1,2, ,1,21, ,6, , , ,4,4,4, , , , ,2, , , , , , ,323.116471231809
2024,04,015007,073,11,010101,4,4,01,20240150070731101,1,0,1,1,2, ,2,56, ,5, , , ,1,1,1, , , , ,2, , , , , , ,247.497510675707
2024,04,015007,082,11,010101,4,4,01,20240150070821101,1,0,1,1,2, ,2,52, ,5, , , ,1,1,1, , , , ,2, , , , , , ,247.497510675707
2024,04,015007,082,11,010101,4,4,02,20240150070821102,3,1,1,1,2, ,2,30, ,6, , , ,2,2,2, , , , ,2, , , , , , ,321.339411437621
2024,04,015007,082,11,010101,4,4,03,20240150070821103,5,1,3,1,2, ,2,9, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,331.679802011742
2024,04,015007,092,11,010101,4,4,01,20240150070921101,1,1,1,1,2, ,1,73, ,2, , , ,1,1,1, , , , ,2, , , , , , ,191.408785506923
2024,04,015007,092,11,010101,4,4,02,20240150070921102,2,1,2,1,2, ,2,50, ,2, , , ,2,2,2, , , , ,2, , , , , , ,247.497510675707
2024,04,015007,092,11,010101,4,4,03,20240150070921103,3,1,3,1,2, ,1,16, ,6,2,9, ,3,3,3, , , ,9,2, , , , , , ,323.116471231809
2024,04,015025,028,11,010509,4,5,01,20240150250281101,1,1,1,1,2, ,1,40, ,2, , , ,1,1,1, , , , ,2, , , , , , ,523.082742781931
2024,04,015025,028,11,010509,4,5,02,20240150250281102,2,1,2,1,2, ,2,39, ,2, , , ,2,2,2, , , , ,2, , , , , , ,428.452548583495
2024,04,015025,028,11,010509,4,5,03,20240150250281103,3,1,3,1,2, ,2,18, ,6, , , ,3,3,3, , , , ,2, , , , , , ,424.290391033006
2024,04,015025,028,11,010509,4,5,04,20240150250281104,3,1,3,1,2, ,1,12, ,6,2,9, ,4,4,0, , , ,9,2, , , , , , ,445.487562697157
2024,04,015025,065,11,010509,4,5,01,20240150250651101,1,1,1,1,2, ,2,83, ,3, , , ,1,1,1, , , , ,2, , , , , , ,244.357153934196
2024,04,015025,065,11,010509,4,5,02,20240150250651102,3,1,3,1,2, ,2,59, ,6, , , ,2,2,2, , , , ,2, , , , , , ,329.996680900942
2024,04,015025,065,11,010509,4,5,03,20240150250651103,3,2,1,1,2, ,2,51, ,5, , , ,3,3,3, , , , ,2, , , , , , ,329.996680900942
2024,04,015025,065,11,010509,4,5,04,20240150250651104,5,2,3,1,2, ,2,19, ,6, , , ,4,4,4, , , , ,2, , , , , , ,424.290391033006
2024,04,015025,084,11,010509,4,5,01,20240150250841101,1,0,1,1,2, ,2,61, ,5, , , ,1,1,1, , , , ,2, , , , , , ,329.996680900942
2024,04,015025,104,11,010509,4,5,01,20240150251041101,1,1,1,1,2, ,2,54, ,5, , , ,1,1,1, , , , ,2, , , , , , ,329.996680900942
2024,04,015025,104,11,010509,4,5,02,20240150251041102,3,1,3,1,2, ,2,25, ,6, , , ,2,2,2, , , , ,2, , , , , , ,428.452548583495
2024,04,015025,104,11,010509,4,5,03,20240150251041103,10,0,1,1,2, ,1,54, ,5, , , ,3,3,3, , , , ,2, , , , , , ,366.63652125809
2024,04,015025,124,11,010509,4,5,01,20240150251241101,1,0,1,1,2, ,1,45, ,5, , , ,1,1,1, , , , ,2, , , , , , ,366.63652125809
2024,04,015025,140,11,010509,4,5,01,20240150251401101,1,1,1,1,2, ,1,55, ,2, , , ,1,1,1, , , , ,2, , , , , , ,366.63652125809
2024,04,015025,140,11,010509,4,5,02,20240150251401102,2,1,2,1,2, ,2,51, ,2, , , ,2,2,2, , , , ,2, , , , , , ,329.996680900942
2024,04,015025,140,11,010509,4,5,03,20240150251401103,3,1,3,1,2, ,1,31, ,6, , , ,3,3,3, , , , ,2, , , , , , ,523.082742781931
2024,04,015025,140,11,010509,4,5,04,20240150251401104,3,1,3,1,2, ,2,25, ,6, , , ,4,4,4, , , , ,2, , , , , , ,428.452548583495
2024,04,015025,140,11,010509,4,5,05,20240150251401105,3,1,3,1,2, ,1,22, ,6, , , ,5,5,5, , , , ,2, , , , , , ,430.821961642412
2024,04,015027,015,11,010110,4,5,01,20230150270151101,1,1,1,1,2, ,2,41, ,5, , , ,1,1,1,1,0, , ,2, , , , , , ,428.452548583495
2024,04,015027,015,11,010110,4,5,02,20230150270151102,3,1,3,1,2, ,2,13, ,6,1, ,28,2,2,0,2,0, , ,2,942,9412,5520,5610,1,1,442.239736015656
2024,04,015027,015,11,010110,4,5,03,20230150270151103,3,1,3,1,2, ,2,3, , , , , ,3,3,0,3,0, , ,2, , , , , , ,442.239736015656
2024,04,015027,025,11,010110,4,5,01,20200150270251102,1,0,1,1,2, ,2,52, ,5, , , ,1,1,1,1,0, , ,2, , , , , , ,329.996680900942
2024,04,015027,051,11,010110,4,5,01,20200150270511101,1,1,1,1,2, ,1,81, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,255.211714009231
2024,04,015027,051,11,010110,4,5,02,20200150270511102,2,1,2,1,2, ,2,74, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,244.357153934196
2024,04,015027,051,11,010110,4,5,03,20210150270511103,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015027,101,11,010110,4,5,01,20240150271011101,1,1,1,1,2, ,1,23, ,1, , , ,1,1,1, ,1, , ,2, , , , , , ,430.821961642412
2024,04,015027,101,11,010110,4,5,02,20240150271011102,2,1,2,1,2, ,2,21, ,1, , , ,2,2,2, ,1, , ,2, , , , , , ,424.290391033006
2024,04,015027,101,11,010110,4,5,03,20240150271011103,3,1,3,1,2, ,1,3, , , , , ,3,3,0, ,1, , ,2, , , , , , ,445.487562697157
2024,04,015037,008,11,010701,7,4,01,20240150370081101,1,1,1,1,2, ,1,45, ,2, , , ,1,1,1, , , , ,2, , , , , , ,679.33156256702
2024,04,015037,008,11,010701,7,4,02,20240150370081102,2,1,2,1,2, ,2,41, ,2, , , ,2,2,2, , , , ,2, , , , , , ,793.868920412754
2024,04,015037,008,11,010701,7,4,03,20240150370081103,3,1,3,1,2, ,2,22, ,6, , , ,3,3,3, , , , ,2, , , , , , ,786.156963669543
2024,04,015037,008,11,010701,7,4,04,20240150370081104,3,1,3,1,2, ,2,15, ,6,1, ,10,4,4,4, , , , ,2,765,7514,1520,1050,1,0,786.156963669543
2024,04,015037,008,11,010701,7,4,05,20240150370081105,3,1,3,1,2, ,1,12, ,6,2,9, ,5,5,0, , , ,9,2, , , , , , ,825.432668389838
2024,04,015037,008,11,010701,7,4,06,20240150370081106,3,1,3,1,2, ,2,9, , ,2,9, ,6,6,0, , , ,9,2, , , , , , ,819.414852251609
2024,04,015037,024,11,010701,7,4,01,20240150370241101,1,0,1,1,2, ,2,46, ,5, , , ,1,1,1, , , , ,2, , , , , , ,611.442526535867
2024,04,015037,024,11,010701,7,4,02,20240150370241102,3,1,1,1,2, ,1,27, ,1, , , ,2,2,2, , , , ,2, , , , , , ,969.206820385875
2024,04,015037,024,11,010701,7,4,03,20240150370241103,4,1,2,1,2, ,2,28, ,1, , , ,3,3,3, , , , ,2, , , , , , ,793.868920412754
2024,04,015037,024,11,010701,7,4,04,20240150370241104,5,1,3,1,2, ,1,2, , , , , ,0,4,0, , , , ,2, , , , , , ,825.432668389838
2024,04,015037,029,11,010701,7,4,01,20240150370291101,1,1,1,1,2, ,1,91, ,2, , , ,1,1,1, , , , ,2, , , , , , ,472.875347683255
2024,04,015037,029,11,010701,7,4,02,20240150370291102,2,1,2,1,2, ,2,84, ,2, , , ,2,2,2, , , , ,2, , , , , , ,452.763207104765
2024,04,015037,040,11,010701,7,4,01,20240150370401101,1,0,1,1,2, ,2,83, ,5, , , ,1,1,1, , , , ,2, , , , , , ,452.763207104765
2024,04,015037,040,11,010701,7,4,02,20240150370401102,3,0,1,2, ,2,2,54, ,1, , , ,0,0,0, , , , ,2, , , , , , ,611.442526535867
2024,04,015037,052,11,010701,7,4,01,20240150370521101,1,0,1,1,2, ,2,88, ,3, , , ,1,1,1, , , , ,2, , , , , , ,452.763207104765
2024,04,015037,063,11,010701,7,4,01,20240150370631101,1,1,1,1,2, ,2,51, ,5, , , ,1,1,1, , , , ,2, , , , , , ,611.442526535867
2024,04,015037,063,11,010701,7,4,02,20240150370631102,3,1,3,1,2, ,1,19, ,6, , , ,2,2,2, , , , ,2, , , , , , ,798.259146105922
2024,04,015046,002,11,010701,7,4,01,20240150460021101,1,1,1,1,2, ,2,41, ,3, , , ,1,1,1, , , , ,2, , , , , , ,912.949258390865
2024,04,015046,002,11,010701,7,4,02,20240150460021102,3,1,3,1,2, ,2,20, ,6, , , ,2,2,2, , , , ,2, , , , , , ,904.080508136987
2024,04,015046,002,11,010701,7,4,03,20240150460021103,3,1,3,1,1, ,2,16, ,6,2,9, ,3,3,3, , , ,9,2, , , , , , ,904.080508136987
2024,04,015046,020,11,010701,7,4,01,20240150460201101,1,0,1,1,2, ,2,66, ,3, , , ,1,1,1, , , , ,2, , , , , , ,520.677688122686
2024,04,015046,020,11,010701,7,4,02,20240150460201102,3,1,1,1,2, ,1,25, ,2, , , ,2,2,2, , , , ,2, , , , , , ,1114.58784334145
2024,04,015046,020,11,010701,7,4,03,20240150460201103,4,1,2,1,2, ,2,24, ,2, , , ,3,3,3, , , , ,2, , , , , , ,904.080508136987
2024,04,015046,020,11,010701,7,4,04,20240150460201104,5,1,3,1,2, ,2,5, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,942.327080002852
2024,04,015046,075,11,010701,7,4,01,20240150460751101,1,1,1,1,2, ,1,74, ,2, , , ,1,1,1, , , , ,2, , , , , , ,543.806649785826
2024,04,015046,075,11,010701,7,4,02,20240150460751102,2,1,2,1,2, ,2,74, ,2, , , ,2,2,2, , , , ,2, , , , , , ,520.677688122686
2024,04,015046,110,11,010701,7,4,01,20240150461101101,1,1,1,1,2, ,2,53, ,5, , , ,1,1,1, , , , ,2, , , , , , ,703.158905451702
2024,04,015046,110,11,010701,7,4,02,20240150461101102,3,1,3,1,1, ,1,16, ,6,2,9, ,2,2,2, , , ,9,2, , , , , , ,917.998017937545
2024,04,015046,128,11,010701,7,4,01,20240150461281101,1,0,1,1,2, ,2,80, ,3, , , ,1,1,1, , , , ,2, , , , , , ,520.677688122686
2024,04,015046,128,11,010701,7,4,02,20240150461281102,3,0,1,2, ,1,1,52, ,1, , , ,2,2,2, , , , ,2, , , , , , ,781.231296880363
2024,04,015064,003,11,010307,7,5,01,20210150640031102,1,0,1,1,2, ,2,65, ,3, , , ,1,1,1,1,0, , ,2, , , , , , ,452.763207063205
2024,04,015064,003,11,010307,7,5,02,20210150640031103,5,0,1,1,1, ,1,19, ,6, , , ,2,2,2,2,0, , ,2, , , , , , ,798.259146032648
2024,04,015064,003,11,010307,7,5,03,20220150640031104,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,003,11,010307,7,5,04,20210150640031105,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,003,11,010307,7,5,05,20210150640031106,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,003,11,010307,7,5,06,20210150640031104,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,016,11,010307,7,5,01,20210150640161101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,679.331562504663
2024,04,015064,016,11,010307,7,5,02,20210150640161102,2,1,2,1,2, ,2,52, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,611.442526479741
2024,04,015064,016,11,010307,7,5,03,20210150640161104,3,1,3,1,2, ,1,14, ,6,1, ,14,3,3,3,4,0, , ,2,971,9211,130,150,1,0,798.259146032648
2024,04,015064,016,11,010307,7,5,04,20210150640161103,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,046,11,010307,7,5,01,20210150640461101,1,1,1,1,2, ,2,87, ,3, , , ,1,1,1,1,0, , ,2, , , , , , ,452.763207063205
2024,04,015064,046,11,010307,7,5,02,20210150640461102,3,1,3,1,2, ,1,46, ,6, , , ,2,2,2,2,0, , ,2, , , , , , ,679.331562504663
2024,04,015064,061,11,010307,7,5,01,20210150640611101,1,1,1,1,2, ,1,47, ,5, , , ,1,1,1,1,0, , ,2, , , , , , ,679.331562504663
2024,04,015064,061,11,010307,7,5,02,20210150640611103,3,1,3,1,1, ,2,20, ,6, , , ,2,2,2,2,0, , ,2, , , , , , ,786.15696359738
2024,04,015064,061,11,010307,7,5,03,20210150640611102,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,061,11,010307,7,5,04,20210150640611104,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,061,11,010307,7,5,05,20210150640611105,0, , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , 
2024,04,015064,074,11,010307,7,5,01,20210150640741101,1,1,1,1,2, ,1,48, ,2, , , ,1,1,1,1,0, , ,2, , , , , , ,679.331562504663
2024,04,015064,074,11,010307,7,5,02,20210150640741102,2,1,2,1,2, ,2,44, ,2, , , ,2,2,2,2,0, , ,2, , , , , , ,793.868920339883
2024,04,015064,074,11,010307,7,5,03,20210150640741103,3,1,3,1,2, ,1,22, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,798.259146032648
2024,04,015064,074,11,010307,7,5,04,20210150640741104,3,1,3,1,1, ,2,19, ,6, , , ,4,4,4,4,0, , ,2, , , , , , ,786.15696359738
2024,04,015064,074,11,010307,7,5,05,20210150640741105,3,1,3,1,2, ,2,12, ,6,1, ,14,5,5,0,5,0, , ,2,971,9211,122,146,1,1,819.414852176393
2024,04,015064,074,11,010307,7,5,06,20210150640741106,3,1,3,1,2, ,1,4, , , , , ,6,6,0,6,0, , ,2, , , , , , ,825.43266831407
2024,04,015064,089,11,010307,7,5,01,20210150640891101,1,1,1,1,2, ,2,38, ,1, , , ,1,1,1,1,0, , ,2, , , , , , ,793.868920339883
2024,04,015064,089,11,010307,7,5,02,20210150640891102,2,1,2,1,2, ,1,42, ,1, , , ,2,2,2,2,0, , ,2, , , , , , ,969.206820296909
2024,04,015064,089,11,010307,7,5,03,20230150640891103,3,1,3,1,2, ,1,20, ,6, , , ,3,3,3,3,0, , ,2, , , , , , ,798.259146032648
2024,04,015079,057,11,010514,4,7,01,20240150790571101,1,1,1,1,2, ,1,35, ,5, , , ,1,1,1, , , , ,2, , , , , , ,454.430810807388
2024,04,015079,057,11,010514,4,7,02,20240150790571102,3,1,3,1,2, ,1,4, , , , , ,2,2,0, , , , ,2, , , , , , ,387.019600846349
2024,04,015079,058,11,010514,4,7,01,20240150790581101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1, , , , ,2, , , , , , ,318.517354904161
2024,04,015079,058,11,010514,4,7,02,20240150790581102,2,1,2,1,2, ,2,49, ,2, , , ,2,2,2, , , , ,2, , , , , , ,286.686306009678
2024,04,015079,058,11,010514,4,7,03,20240150790581103,3,1,3,1,1, ,1,25, ,6, , , ,3,3,3, , , , ,2, , , , , , ,454.430810807388
2024,04,015079,058,11,010514,4,7,04,20240150790581104,3,1,3,1,1, ,2,21, ,6, , , ,4,4,4, , , , ,2, , , , , , ,368.604449440409
2024,04,015079,058,11,010514,4,7,05,20240150790581105,3,1,3,1,2, ,2,9, , ,2,9, ,5,5,0, , , ,9,2, , , , , , ,384.198034788965
2024,04,015079,059,11,010514,4,7,01,20240150790591101,1,1,1,1,2, ,2,68, ,3, , , ,1,1,1, , , , ,2, , , , , , ,212.286528510453
2024,04,015079,059,11,010514,4,7,02,20240150790591102,3,1,3,1,2, ,1,48, ,6, , , ,2,2,2, , , , ,2, , , , , , ,318.517354904161
2024,04,015079,060,11,010514,4,7,01,20240150790601101,1,1,1,1,2, ,1,53, ,1, , , ,1,1,1, , , , ,2, , , , , , ,318.517354904161
2024,04,015079,060,11,010514,4,7,02,20240150790601102,2,1,2,1,2, ,2,46, ,1, , , ,2,2,2, , , , ,2, , , , , , ,286.686306009678
2024,04,015079,060,11,010514,4,7,03,20240150790601103,3,1,3,1,2, ,2,16, ,6,1, ,16,3,3,3, , , , ,2,971,9211,122,146,1,0,368.604449440409
2024,04,015079,060,11,010514,4,7,04,20240150790601104,5,0,1,1,2, ,2,6, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,384.198034788965
2024,04,015079,130,11,010514,4,7,01,20240150791301101,1,1,1,1,2, ,1,27, ,1, , , ,1,1,1, , , , ,2, , , , , , ,454.430810807388
2024,04,015079,130,11,010514,4,7,02,20240150791301102,2,1,2,1,2, ,2,24, ,1, , , ,2,2,2, , , , ,2, , , , , , ,368.604449440409
2024,04,015079,130,11,010514,4,7,03,20240150791301103,3,1,3,1,2, ,1,6, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,387.019600846349
2024,04,015079,130,11,010514,4,7,04,20240150791301104,3,1,3,1,2, ,2,4, , , , , ,4,4,0, , , , ,2, , , , , , ,384.198034788965
2024,04,015079,131,11,010514,4,7,01,20240150791311101,1,1,1,1,2, ,2,40, ,5, , , ,1,1,1, , , , ,2, , , , , , ,372.220345121306
2024,04,015079,131,11,010514,4,7,02,20240150791311102,3,1,3,1,2, ,1,9, , ,2,9, ,2,2,0, , , ,9,2, , , , , , ,387.019600846349
2024,04,015079,131,11,010514,4,7,03,20240150791311103,11,0,1,2, ,2,1,29, ,6, , , ,0,0,0, , , , ,2, , , , , , ,454.430810807388
2024,04,015079,132,11,010514,4,7,01,20240150791321101,1,0,1,1,2, ,2,67, ,3, , , ,1,1,1, , , , ,2, , , , , , ,212.286528510453
2024,04,015079,133,11,010514,4,7,01,20240150791331101,1,1,1,1,2, ,1,56, ,2, , , ,1,1,1, , , , ,2, , , , , , ,318.517354904161
2024,04,015079,133,11,010514,4,7,02,20240150791331102,2,1,2,1,2, ,2,53, ,2, , , ,2,2,2, , , , ,2, , , , , , ,286.686306009678
2024,04,015079,133,11,010514,4,7,03,20240150791331103,3,1,3,1,2, ,1,28, ,6, , , ,3,3,3, , , , ,2, , , , , , ,454.430810807388
2024,04,015079,133,11,010514,4,7,04,20240150791331104,3,1,3,1,1, ,2,22, ,6, , , ,4,4,4, , , , ,2, , , , , , ,368.604449440409
2024,04,015090,029,11,010509,4,8,01,20240150900291101,1,1,1,1,2, ,1,72, ,2, , , ,1,1,1, , , , ,2, , , , , , ,217.420678975899
2024,04,015090,029,11,010509,4,8,02,20240150900291102,2,1,2,1,2, ,2,72, ,2, , , ,2,2,2, , , , ,2, , , , , , ,208.173431722141
2024,04,015090,031,11,010509,4,8,01,20240150900311101,1,1,1,1,2, ,1,54, ,2, , , ,1,1,1, , , , ,2, , , , , , ,312.346013186574
2024,04,015090,031,11,010509,4,8,02,20240150900311102,2,1,2,1,2, ,2,57, ,2, , , ,2,2,2, , , , ,2, , , , , , ,281.13169765664
2024,04,015090,031,11,010509,4,8,03,20240150900311103,3,1,3,1,2, ,1,19, ,6, , , ,3,3,3, , , , ,2, , , , , , ,367.027053525583
2024,04,015090,031,11,010509,4,8,04,20240150900311104,3,1,3,1,2, ,2,18, ,6, , , ,4,4,4, , , , ,2, , , , , , ,361.462659578428
2024,04,015090,032,11,010509,4,8,01,20240150900321101,1,0,1,1,2, ,1,77, ,3, , , ,1,1,1, , , , ,2, , , , , , ,217.420678975899
2024,04,015090,032,11,010509,4,8,02,20240150900321102,3,1,1,1,2, ,2,32, ,5, , , ,2,2,2, , , , ,2, , , , , , ,365.008496508935
2024,04,015090,032,11,010509,4,8,03,20240150900321103,5,1,3,1,2, ,2,5, , ,2,9, ,3,3,0, , , ,9,2, , , , , , ,376.754115883443
2024,04,015090,077,11,010509,4,8,01,20240150900771101,1,1,1,1,2, ,1,39, ,2, , , ,1,1,1, , , , ,2, , , , , , ,445.62611688
2024,04,015090,077,11,010509,4,8,02,20240150900771102,2,1,2,1,2, ,2,41, ,2, , , ,2,2,2, , , , ,2, , , , , , ,365.008496508935
2024,04,015090,077,11,010509,4,8,03,20240150900771103,3,1,3,1,2, ,1,16, ,6,2,9, ,3,3,3, , , ,9,2, , , , , , ,367.027053525583
2024,04,015090,077,11,010509,4,8,04,20240150900771104,3,1,3,1,2, ,1,6, , ,2,9, ,4,4,0, , , ,9,2, , , , , , ,379.52101349639
2024,04,015090,077,11,010509,4,8,05,20240150900771105,3,1,3,1,2, ,1,3, , , , , ,5,5,0, , , , ,2, , , , , , ,379.52101349639
2024,04,015090,077,11,010509,4,8,06,20240150900771106,3,1,3,1,2, ,1,3, , , , , ,6,6,0, , , , ,2, , , , , , ,379.52101349639
2024,04,015090,082,11,010509,4,8,01,20240150900821101,1,0,1,1,2, ,2,90, ,3, , , ,1,1,1, , , , ,2, , , , , , ,208.173431722141
2024,04,015090,083,11,010509,4,8,01,20240150900831101,1,1,1,1,2, ,2,56, ,3, , , ,1,1,1, , , , ,2, , , , , , ,281.13169765664
2024,04,015090,083,11,010509,4,8,02,20240150900831102,3,1,3,1,2, ,2,30, ,6, , , ,2,2,2, , , , ,2, , , , , , ,365.008496508935
2024,04,015090,083,11,010509,4,8,03,20240150900831103,3,1,3,1,2, ,1,18, ,6, , , ,3,3,3, , , , ,2, , , , , , ,367.027053525583
